	gene	str	chr	promoter_start	promoter_end
668	Stmn2	1	chr3	8507359	8509359
669	Olfr926	1	chr9	38875125	38877125
670	Suclg2	-1	chr6	95718800	95720800
671	Vmn2r14	-1	chr5	109224708	109226708
672	Olfr432	1	chr1	174047204	174049204
673	Gm14391	-1	chr2	175206917	175208917
674	Ly6a	-1	chr15	74998031	75000031
675	Itgb8	-1	chr12	119238802	119240802
676	Aifm1	-1	chrX	48513563	48515563
677	Gpr88	-1	chr3	116253503	116255503
678	Zxdc	1	chr6	90367491	90369491
679	Zpr1	1	chr9	46271063	46273063
680	Btd	1	chr14	31639027	31641027
681	Vmn2r15	-1	chr5	109297644	109299644
682	Eml4	1	chr17	83348930	83350930
683	Fbxo39	1	chr11	72312443	72314443
684	Sult1c2	-1	chr17	53846339	53848339
685	Rabggtb	-1	chr3	153913009	153915009
686	Ptbp2	-1	chr3	119784466	119786466
687	Eif2ak4	1	chr2	118386617	118388617
688	Plk3	-1	chr4	117133963	117135963
689	Coq5	1	chr5	115277665	115279665
690	Stam2	-1	chr2	52742281	52744281
691	Hacl1	-1	chr14	31641286	31643286
692	Atxn3	-1	chr12	101958246	101960246
693	Ccdc88c	-1	chr12	101029056	101031056
694	Atf3	-1	chr1	191218039	191220039
695	Mybpc3	1	chr2	91116143	91118143
696	Rad52	1	chr6	119900697	119902697
697	Arl6	-1	chr16	59639391	59641391
698	Map1s	1	chr8	70903931	70905931
699	Foxr1	-1	chr9	44441136	44443136
700	Klra2	-1	chr6	131247362	131249362
701	Usp9x	1	chrX	13069497	13071497
702	Clba1	1	chr12	112806936	112808936
703	Ahcyl1	-1	chr3	107696560	107698560
704	1700025B11Rik	-1	chr15	77561892	77563892
705	Lck	-1	chr4	129573641	129575641
706	Olfr430	1	chr1	174064604	174066604
707	Rbm5	-1	chr9	107770996	107772996
708	Upk2	-1	chr9	44454976	44456976
709	Gkn2	1	chr6	87371356	87373356
710	Nenf	-1	chr1	191318194	191320194
711	Pcsk7	1	chr9	45904496	45906496
712	Ceacam2	-1	chr7	25539857	25541857
713	Dennd4b	1	chr3	90263184	90265184
714	Laptm5	1	chr4	130911124	130913124
715	Olfr429	1	chr1	174082330	174084330
716	Nr6a1	-1	chr2	38927688	38929688
717	Kdm6b	-1	chr11	69413675	69415675
718	Ar	1	chrX	98146768	98148768
719	Isoc1	1	chr18	58657465	58659465
720	Ssr4	1	chrX	73785027	73787027
721	Trim33	1	chr3	103277292	103279292
722	Prame	-1	chrX	135627705	135629705
723	Psmd11	1	chr11	80426614	80428614
724	Tcp11x2	-1	chrX	135693790	135695790
725	Acvr1b	1	chr15	101172066	101174066
726	Tctex1d4	1	chr4	117124793	117126793
727	Rpl12	1	chr2	32959558	32961558
728	Epha6	-1	chr16	60605531	60607531
729	Psmc4	-1	chr7	28050101	28052101
730	Pcif1	1	chr2	164877303	164879303
731	Sdccag8	1	chr1	176812659	176814659
732	Hils1	1	chr11	94965592	94967592
733	L3mbtl1	1	chr2	162941471	162943471
734	Sgca	-1	chr11	94976327	94978327
735	Dhdds	-1	chr4	134000918	134002918
736	Fam129b	1	chr2	32874113	32876113
737	Carmil1	-1	chr13	24280795	24282795
738	Grasp	1	chr15	101222187	101224187
739	Arfgap1	1	chr2	180965224	180967224
740	Coro1c	-1	chr5	113908758	113910758
741	Uqcc1	-1	chr2	155930310	155932310
742	S100b	1	chr10	76251852	76253852
743	Vmn2r-ps159	1	chr4	156329102	156331102
744	Cts7	-1	chr13	61358197	61360197
745	Sp110	-1	chr1	85598817	85600817
746	Hck	1	chr2	153106467	153108467
747	Dip2a	-1	chr10	76345291	76347291
748	Lactb2	-1	chr1	13660546	13662546
749	Rcan1	-1	chr16	92470867	92472867
750	Zc3h14	1	chr12	98744963	98746963
751	Herpud2	-1	chr9	25151820	25153820
752	Lrsam1	-1	chr2	32961614	32963614
753	Pik3r4	1	chr9	105640977	105642977
754	Csmd3	-1	chr15	48792063	48794063
755	Mfng	-1	chr15	78773475	78775475
756	Tyro3	1	chr2	119795732	119797732
757	Zfp335	-1	chr2	164911757	164913757
758	Ces1g	-1	chr8	93337308	93339308
759	Nid2	1	chr14	19749264	19751264
760	Xpr1	-1	chr1	155417415	155419415
761	Rrh	-1	chr3	129822587	129824587
762	Svep1	-1	chr4	58206859	58208859
763	Plekha4	1	chr7	45524329	45526329
764	Vwa2	1	chr19	56872248	56874248
765	Gm49387	-1	chr14	31640878	31642878
766	P3h1	1	chr4	119230914	119232914
767	Colq	-1	chr14	31591343	31593343
768	Gzmg	-1	chr14	56159579	56161579
769	Cxcl17	-1	chr7	25412886	25414886
770	Trpc3	-1	chr3	36690167	36692167
771	Nek2	1	chr1	191819443	191821443
772	Ceacam1	-1	chr7	25477603	25479603
773	Tnfrsf17	1	chr16	11311811	11313811
774	Lin9	1	chr1	180639149	180641149
775	Vmn2r76	-1	chr7	86246308	86248308
776	Vmn2r16	1	chr5	109328161	109330161
777	Kpna2	-1	chr11	106999541	107001541
778	Gm14440	1	chr2	175273124	175275124
779	Zcchc9	-1	chr13	91807705	91809705
780	Olfr310	-1	chr7	86277172	86279172
781	Olfr311	1	chr11	58837250	58839250
782	Hnrnpd	-1	chr5	99978938	99980938
783	Vmn2r27	-1	chr6	124231856	124233856
784	Akt3	-1	chr1	177258203	177260203
785	Gm4631	-1	chr2	175338197	175340197
786	Gm12258	1	chr11	58845157	58847157
787	Fthl17a	1	chrX	85247678	85249678
788	Cyp2c38	-1	chr19	39463075	39465075
789	Zfp968	1	chr2	175370435	175372435
790	Rcbtb1	1	chr14	59199208	59201208
791	Tyw5	-1	chr1	57407101	57409101
792	Itm2b	-1	chr14	73385289	73387289
793	Cisd3	1	chr11	97683825	97685825
794	Layn	-1	chr9	51077094	51079094
795	Vrtn	1	chr12	84639018	84641018
796	2810021J22Rik	1	chr11	58865215	58867215
797	Slc25a29	-1	chr12	108835883	108837883
798	Pomp	1	chr5	147858460	147860460
799	Kif13b	1	chr14	64645264	64647264
800	Izumo2	1	chr7	44706741	44708741
801	Syndig1l	-1	chr12	84698831	84700831
802	Btg4	1	chr9	51058900	51060900
803	Kctd2	1	chr11	115418127	115420127
804	Zfp39	-1	chr11	58904225	58906225
805	Thap7	-1	chr16	17531136	17533136
806	Eif5a	-1	chr11	69921958	69923958
807	Rpl30	-1	chr15	34443640	34445640
808	Cyp2c39	1	chr19	39508861	39510861
809	Scgb3a1	1	chr11	49661609	49663609
810	Olfr111	1	chr17	37506029	37508029
811	Gm4724	-1	chr2	175435807	175437807
812	Mycs	-1	chrX	5469265	5471265
813	Rtraf	-1	chr14	19823824	19825824
814	Slc46a3	-1	chr5	147894815	147896815
815	Terf2ip	1	chr8	112009397	112011397
816	Pax1	1	chr2	147359924	147361924
817	Zfp266	-1	chr9	20521417	20523417
818	4833427G06Rik	-1	chr9	51102078	51104078
819	Mat2a	-1	chr6	72439558	72441558
820	Ssbp3	1	chr4	106908700	106910700
821	Rbfox1	1	chr16	5883354	5885354
822	Trpm8	1	chr1	88275660	88277660
823	Cdca4	-1	chr12	112829423	112831423
824	Kank2	-1	chr9	21798744	21800744
825	Pacc1	1	chr1	191323911	191325911
826	Islr	-1	chr9	58204306	58206306
827	Adamts19	1	chr18	58834666	58836666
828	Slc27a1	1	chr8	71566881	71568881
829	Fzd3	-1	chr14	65262463	65264463
830	Tiprl	-1	chr1	165236996	165238996
831	Islr2	-1	chr9	58204319	58206319
832	P3h2	-1	chr16	26105784	26107784
833	Rpl13a	-1	chr7	45128761	45130761
834	Itga11	1	chr9	62675825	62677825
835	Btbd35f7	1	chrX	5667066	5669066
836	Ppp2r5a	-1	chr1	191403272	191405272
837	Myl6	-1	chr10	128494145	128496145
838	Psme1	1	chr14	55576122	55578122
839	Nop58	1	chr1	59682970	59684970
840	Tmem51	-1	chr4	142084304	142086304
841	Nr4a1	1	chr15	101252268	101254268
842	Csrp1	1	chr1	135718060	135720060
843	Maip1	1	chr1	57404327	57406327
844	Itpa	1	chr2	130665609	130667609
845	Olfr112	-1	chr17	37569451	37571451
846	Sod2	1	chr17	13004845	13006845
847	Hddc3	1	chr7	80341103	80343103
848	Tab3	1	chrX	85572021	85574021
849	Otud6a	1	chrX	100427012	100429012
850	Fam107a	-1	chr14	8318023	8320023
851	Mark4	-1	chr7	19458821	19460821
852	Awat2	-1	chrX	100442717	100444717
853	Faf2	1	chr13	54619783	54621783
854	Trim80	1	chr11	115438544	115440544
855	Olfr930	1	chr9	38927808	38929808
856	Olfr113	-1	chr17	37577663	37579663
857	Scml4	1	chr10	42858369	42860369
858	Olfr309	-1	chr7	86313708	86315708
859	Armc12	1	chr17	28528805	28530805
860	Olfr427	1	chr1	174094890	174096890
861	Apol10b	-1	chr15	77596125	77598125
862	Fam167b	-1	chr4	129578549	129580549
863	Mafg	-1	chr11	120633600	120635600
864	Atg101	1	chr15	101282271	101284271
865	Cckbr	1	chr7	105423730	105425730
866	Emcn	1	chr3	137339066	137341066
867	E130311K13Rik	-1	chr3	63929472	63931472
868	Clic6	1	chr16	92483735	92485735
869	Unc45a	-1	chr7	80347993	80349993
870	Sult1c1	-1	chr17	53990674	53992674
871	Dcn	1	chr10	97477608	97479608
872	Smim41	1	chr15	101291211	101293211
873	Gar1	-1	chr3	129831396	129833396
874	Zfhx3	1	chr8	107940643	107942643
875	Cgn	-1	chr3	94786515	94788515
876	Zfp965	1	chr2	175467984	175469984
877	Slc30a1	1	chr1	191904766	191906766
878	Bbip1	-1	chr19	53944627	53946627
879	Psme3	1	chr11	101314212	101316212
880	Olfr1326-ps1	-1	chrX	74574888	74576888
881	Ptk2	-1	chr15	73423280	73425280
882	Fem1b	-1	chr9	62811934	62813934
883	Col6a6	-1	chr9	105828160	105830160
884	Gzmf	-1	chr14	56211417	56213417
885	Gm11007	1	chr2	175641977	175643977
886	Sirt7	-1	chr11	120625240	120627240
887	Phlda3	1	chr1	135764118	135766118
888	Bcl9l	1	chr9	44480824	44482824
889	Zfp969	-1	chr2	175703646	175705646
890	Gzmn	-1	chr14	56174599	56176599
891	Clpsl2	1	chr17	28547410	28549410
892	Gucy2f	-1	chrX	142196931	142198931
893	Slc5a8	1	chr10	88883991	88885991
894	AU022751	-1	chrX	6083419	6085419
895	Gm2007	1	chr2	175739536	175741536
896	Olfr308	-1	chr7	86325630	86327630
897	Erich5	1	chr15	34451304	34453304
898	Chodl	1	chr16	78928947	78930947
899	Tmem200a	-1	chr10	26079052	26081052
900	Olfr307	-1	chr7	86337586	86339586
901	Gm14288	-1	chr2	175801093	175803093
902	Olfr1325	1	chrX	74590678	74592678
903	Shoc2	1	chr19	53942305	53944305
904	Ankrd54	-1	chr15	79062893	79064893
905	Nudt11	1	chrX	6045452	6047452
906	Gm5640	-1	chrX	74645635	74647635
907	Nectin1	1	chr9	43741983	43743983
908	Med4	1	chr14	73508024	73510024
909	Olfr305	-1	chr7	86366928	86368928
910	Trmt10a	1	chr3	138141447	138143447
911	Stx1a	1	chr5	135021481	135023481
912	Olfr304	-1	chr7	86386658	86388658
913	Tex29	1	chr8	11838473	11840473
914	Parvg	1	chr15	84322025	84324025
915	Eif3i	-1	chr4	129600648	129602648
916	Syt11	-1	chr3	88775164	88777164
917	D630003M21Rik	-1	chr2	158229222	158231222
918	Cavin3	-1	chr7	105482300	105484300
919	Cyp2c67	-1	chr19	39649051	39651051
920	Mtmr4	1	chr11	87590161	87592161
921	1810010H24Rik	1	chr11	107023680	107025680
922	Pdcd4	1	chr19	53890230	53892230
923	Nudt15	-1	chr14	73548242	73550242
924	Zfp846	1	chr9	20579290	20581290
925	Btnl10	1	chr11	58915907	58917907
926	Exoc3l2	1	chr7	19461330	19463330
927	Sdhc	-1	chr1	171150603	171152603
928	Cln6	1	chr9	62836784	62838784
929	Sucla2	1	chr14	73523318	73525318
930	Mecom	-1	chr3	30548008	30550008
931	Tnks1bp1	1	chr2	85046021	85048021
932	Mia3	-1	chr1	183369553	183371553
933	Cxcr5	-1	chr9	44561877	44563877
934	Clps	-1	chr17	28560766	28562766
935	Dtd2	-1	chr12	52006501	52008501
936	Cct4	1	chr11	22988518	22990518
937	Gpr132	-1	chr12	112868228	112870228
938	Mttp	-1	chr3	138144968	138146968
939	Rnf187	-1	chr11	58938916	58940916
940	Fbxo34	1	chr14	47448420	47450420
941	Calml4	1	chr9	62856079	62858079
942	Rasgrp1	-1	chr2	117343001	117345001
943	Man2a2	-1	chr7	80371375	80373375
944	Kdm5c	1	chrX	152231019	152233019
945	Gm36245	1	chr15	77597257	77599257
946	Dynll1	-1	chr5	115300999	115302999
947	Ppid	1	chr3	79589341	79591341
948	Slc5a7	-1	chr17	54299034	54301034
949	Ces1h	-1	chr8	93379725	93381725
950	Cfi	1	chr3	129833883	129835883
951	Ptpn2	-1	chr18	67724595	67726595
952	Cnot6	-1	chr11	49712723	49714723
953	Cd163	1	chr6	124302655	124304655
954	Polh	-1	chr17	46202645	46204645
955	Cd151	1	chr7	141465391	141467391
956	Neto2	-1	chr8	85700924	85702924
957	Cox5b	1	chr1	36689448	36691448
958	Olfr114	-1	chr17	37592743	37594743
959	Olfr231	-1	chr1	174121162	174123162
960	Naip5	-1	chr13	100246323	100248323
961	Diaph2	1	chrX	129747741	129749741
962	Slc28a2b	1	chr2	122482940	122484940
963	Rab33a	1	chrX	48517284	48519284
964	Emc9	-1	chr14	55585302	55587302
965	Pdzd4	-1	chrX	73824969	73826969
966	Ppp4r1	1	chr17	65780572	65782572
967	Krt80	-1	chr15	101370162	101372162
968	Dad1	-1	chr14	54254104	54256104
969	Olfr115	-1	chr17	37627109	37629109
970	Ddit4l	1	chr3	137619611	137621611
971	2610528J11Rik	1	chr4	118524998	118526998
972	Ndufa6	-1	chr15	82354322	82356322
973	Olfr116	-1	chr17	37627199	37629199
974	Nfyb	-1	chr10	82764144	82766144
975	Bmp7	-1	chr2	172940321	172942321
976	Bud13	1	chr9	46281007	46283007
977	Gpr161	1	chr1	165293788	165295788
978	Zranb3	-1	chr1	128103047	128105047
979	Nudt10	-1	chrX	6173015	6175015
980	Flt3l	-1	chr7	45136432	45138432
981	Eml5	-1	chr12	98901484	98903484
982	Zfc3h1	1	chr10	115382958	115384958
983	Psmd14	1	chr2	61709693	61711693
984	Xpo5	1	chr17	46200781	46202781
985	Pld2	1	chr11	70538063	70540063
986	Nxt2	1	chrX	142224769	142226769
987	Gpr33	-1	chr12	52028063	52030063
988	Bmp15	-1	chrX	6320721	6322721
989	Pou3f4	1	chrX	110812279	110814279
990	Cdc14a	-1	chr3	116428745	116430745
991	Krt7	1	chr15	101409042	101411042
992	Olfr933	1	chr9	38970312	38972312
993	Cylc1	1	chrX	111108417	111110417
994	Cd81	1	chr7	143050738	143052738
995	Matn1	1	chr4	130942384	130944384
996	Prrt1	1	chr17	34627532	34629532
997	Fcgbp	1	chr7	28069235	28071235
998	Birc6	1	chr17	74526294	74528294
999	Olfr934	-1	chr9	38988315	38990315
1000	Spo11	1	chr2	172975699	172977699
1001	Kdm4b	1	chr17	56324061	56326061
1002	Olfr117	-1	chr17	37663782	37665782
1003	Sox1	1	chr8	12393294	12395294
1004	Olfr118	1	chr17	37664987	37666987
1005	Stard10	1	chr7	101315085	101317085
1006	Olfr935	-1	chr9	38999683	39001683
1007	Cracr2b	1	chr7	141459093	141461093
1008	Taf1a	1	chr1	183386980	183388980
1009	Bloc1s3	-1	chr7	19508367	19510367
1010	Olfr119	1	chr17	37694563	37696563
1011	Ncapd2	-1	chr6	125191701	125193701
1012	Slc11a1	1	chr1	74373194	74375194
1013	Olfr120	1	chr17	37719807	37721807
1014	Acbd6	1	chr1	155556119	155558119
1015	Pla2g12a	1	chr3	129876605	129878605
1016	Foxa2	-1	chr2	148046969	148048969
1017	Igbp1	1	chrX	100492290	100494290
1018	Cox19	-1	chr5	139351418	139353418
1019	Ube2d2a	1	chr18	35769557	35771557
1020	Mvb12b	-1	chr2	33887946	33889946
1021	Runx1	-1	chr16	92826149	92828149
1022	Tmem125	-1	chr4	118544044	118546044
1023	Musk	1	chr4	58283959	58285959
1024	Lrp10	1	chr14	54462136	54464136
1025	Col6a5	-1	chr9	105960643	105962643
1026	Vmn2r17	1	chr5	109417687	109419687
1027	Olfr121	1	chr17	37746854	37748854
1028	Fbxo16	1	chr14	65264617	65266617
1029	Pcgf2	-1	chr11	97700497	97702497
1030	Slc33a1	-1	chr3	63964768	63966768
1031	Olfr146	-1	chr9	39023377	39025377
1032	Vat1	-1	chr11	101466230	101468230
1033	Gm6710	1	chr2	175867218	175869218
1034	Gm45713	-1	chr7	45136231	45138231
1035	Mycbp2	-1	chr14	103346814	103348814
1036	Cnn2	1	chr10	79986583	79988583
1037	Lhfpl5	1	chr17	28573640	28575640
1038	Dcaf6	-1	chr1	165460475	165462475
1039	Cyp2c68	-1	chr19	39741054	39743054
1040	Zfp966	-1	chr2	175931100	175933100
1041	Npc2	-1	chr12	84773152	84775152
1042	Gm2026	1	chr2	175963330	175965330
1043	Spink12	1	chr18	44102406	44104406
1044	Olfr303	-1	chr7	86397789	86399789
1045	Gstm7	-1	chr3	107931817	107933817
1046	H2bu2	1	chr11	58946919	58948919
1047	Myl4	1	chr11	104548662	104550662
1048	Cyp2w1	1	chr5	139350616	139352616
1049	Gm364	1	chrX	57407153	57409153
1050	Olfr301	1	chr7	86401845	86403845
1051	Gm2004	-1	chr2	176149825	176151825
1052	Dio1	-1	chr4	107307169	107309169
1053	Cxxc5	1	chr18	35827396	35829396
1054	Trim17	1	chr11	58952684	58954684
1055	Col6a4	-1	chr9	106096783	106098783
1056	Sgk2	1	chr2	162985329	162987329
1057	Ms4a13	-1	chr19	11196737	11198737
1058	Rd3	1	chr1	191975369	191977369
1059	2210418O10Rik	1	chr2	176224568	176226568
1060	Exoc3l4	1	chr12	111415016	111417016
1061	Rnd2	1	chr11	101462998	101464998
1062	Dnah2	-1	chr11	69549110	69551110
1063	Fkbpl	1	chr17	34642763	34644763
1064	Cfap46	-1	chr7	139683817	139685817
1065	Acadm	-1	chr3	153944632	153946632
1066	Samd3	1	chr10	26227706	26229706
1067	Ly6c1	-1	chr15	75048830	75050830
1068	H2aw	1	chr11	58952684	58954684
1069	Mpz	1	chr1	171148710	171150710
1070	C130050O18Rik	1	chr5	139403279	139405279
1071	Gm32742	-1	chr9	51165517	51167517
1072	Dgat2l6	1	chrX	100522837	100524837
1073	Tnni1	1	chr1	135777433	135779433
1074	Gper1	1	chr5	139421150	139423150
1075	Mrpl15	-1	chr1	4785739	4787739
1076	Usp7	-1	chr16	8792308	8794308
1077	Col13a1	-1	chr10	61979108	61981108
1078	Gm37797	1	chr18	44114262	44116262
1079	Slc25a47	1	chr12	108834045	108836045
1080	Olfr122	1	chr17	37766606	37768606
1081	Olfr1206	1	chr2	88861230	88863230
1082	Gpr146	1	chr5	139375696	139377696
1083	Olfr1208	-1	chr2	88902311	88904311
1084	Awat1	1	chrX	100570250	100572250
1085	Sstr4	1	chr2	148393343	148395343
1086	Lsamp	1	chr16	39982360	39984360
1087	Cpne9	1	chr6	113280306	113282306
1088	Olfr937	-1	chr9	39064951	39066951
1089	Csnka2ip	-1	chr16	64602408	64604408
1090	Col15a1	1	chr4	47206160	47208160
1091	3110082I17Rik	-1	chr5	139460527	139462527
1092	Nup98	-1	chr7	102210176	102212176
1093	Pou2af1	1	chr9	51211707	51213707
1094	Thbd	-1	chr2	148408188	148410188
1095	4930453N24Rik	-1	chr16	64771161	64773161
1096	Ckmt2	-1	chr13	91876885	91878885
1097	Olfr123	1	chr17	37791528	37793528
1098	Eif3d	-1	chr15	77970813	77972813
1099	Olfr938	-1	chr9	39078887	39080887
1100	P2ry4	-1	chrX	100594869	100596869
1101	Aplnr	1	chr2	85134224	85136224
1102	Olfr424	1	chr1	174129516	174131516
1103	Ints1	-1	chr5	139775674	139777674
1104	Gpr101	-1	chrX	57503757	57505757
1105	Gm11009	-1	chr2	176319494	176321494
1106	Crlf2	-1	chr5	109558993	109560993
1107	Cmah	1	chr13	24325403	24327403
1108	Syt6	1	chr3	103573230	103575230
1109	Zfp968-ps	1	chr2	176421593	176423593
1110	Zfp395	1	chr14	65356388	65358388
1111	Rasl10b	1	chr11	83407136	83409136
1112	Sox3	-1	chrX	60893430	60895430
1113	Phf11a	-1	chr14	59297522	59299522
1114	Aoc2	1	chr11	101323062	101325062
1115	Gm14434	-1	chr2	176486783	176488783
1116	Glyctk	-1	chr9	106158138	106160138
1117	Septin7	1	chr9	25250438	25252438
1118	Apol11b	-1	chr15	77643286	77645286
1119	Olfr299	1	chr7	86457920	86459920
1120	Zfp967	1	chr2	176518999	176520999
1121	Abhd4	1	chr14	54252187	54254187
1122	Rem2	1	chr14	54474099	54476099
1123	Plac8	-1	chr5	100572245	100574245
1124	Abtb2	1	chr2	103564309	103566309
1125	Hhipl2	1	chr1	183416214	183418214
1126	Ncoa5	-1	chr2	165034867	165036867
1127	Gm14308	-1	chr2	176636344	176638344
1128	Gm49352	-1	chr13	61568174	61570174
1129	Olfr298	-1	chr7	86492484	86494484
1130	Ctsm	-1	chr13	61541839	61543839
1131	Map3k12	-1	chr15	102517064	102519064
1132	Gnb1	1	chr4	155489360	155491360
1133	Iqgap3	1	chr3	88079970	88081970
1134	Ube2e3	1	chr2	78866123	78868123
1135	Olfr420	1	chr1	174153632	174155632
1136	Pmfbp1	1	chr8	109492026	109494026
1137	Gm15557	1	chr2	155938727	155940727
1138	Gdf5	-1	chr2	155945367	155947367
1139	Cpne8	-1	chr15	90679432	90681432
1140	Casp6	1	chr3	129899424	129901424
1141	Rwdd3	-1	chr3	121171695	121173695
1142	Adamts4	1	chr1	171248420	171250420
1143	Slc25a12	-1	chr2	71367749	71369749
1144	Itfg1	-1	chr8	85840921	85842921
1145	Rtca	-1	chr3	116508208	116510208
1146	Oit1	-1	chr14	8378754	8380754
1147	Gm14305	1	chr2	176706327	176708327
1148	Zfp973	1	chr2	176668521	176670521
1149	Krt87	-1	chr15	101438804	101440804
1150	Slc4a11	-1	chr2	130697519	130699519
1151	Cts3	-1	chr13	61570127	61572127
1152	Gatm	-1	chr2	122611303	122613303
1153	Olfr297	1	chr7	86517967	86519967
1154	Rbx1	1	chr15	81464295	81466295
1155	Rab7	-1	chr6	88045270	88047270
1156	Atg4a-ps	-1	chr3	103646068	103648068
1157	Smpd1	1	chr7	105552359	105554359
1158	Olfr295	1	chr7	86581861	86583861
1159	Pcp4l1	-1	chr1	171196268	171198268
1160	Olfr124	1	chr17	37797887	37799887
1161	4931429L15Rik	-1	chr9	46319986	46321986
1162	Sh2b3	-1	chr5	121837646	121839646
1163	Krt88	1	chr15	101445743	101447743
1164	Nlrc5	1	chr8	94432355	94434355
1165	Ssh1	-1	chr5	113993894	113995894
1166	Etfdh	-1	chr3	79629500	79631500
1167	Cd93	-1	chr2	148443563	148445563
1168	2610507B11Rik	1	chr11	78259751	78261751
1169	Ndufs2	-1	chr1	171251388	171253388
1170	Spata7	1	chr12	98626156	98628156
1171	Csf1	-1	chr3	107760469	107762469
1172	Ctag2l2	1	chrX	74738926	74740926
1173	Hey1	-1	chr3	8667256	8669256
1174	Bptf	-1	chr11	107132127	107134127
1175	Mixl1	-1	chr1	180697034	180699034
1176	Wdr82	1	chr9	106168927	106170927
1177	Olfr125	1	chr17	37830948	37832948
1178	Rcor3	-1	chr1	192138062	192140062
1179	Phf11b	-1	chr14	59341351	59343351
1180	Olfr27	1	chr9	39126130	39128130
1181	Isca2	1	chr12	84771250	84773250
1182	Cpne6	1	chr14	55508444	55510444
1183	Gm14295	1	chr2	176796611	176798611
1184	Gm10267	-1	chr18	44159885	44161885
1185	Gm14408	1	chr2	176829139	176831139
1186	Nxt1	1	chr2	148670600	148672600
1187	Acbd3	1	chr1	180724042	180726042
1188	Slc44a5	1	chr3	153971435	153973435
1189	Ddx3x	1	chrX	13278969	13280969
1190	Myl6b	-1	chr10	128498685	128500685
1191	1700056E22Rik	-1	chr1	184034301	184036301
1192	Ms4a12	-1	chr19	11232448	11234448
1193	Klf15	1	chr6	90460575	90462575
1194	Zbtb18	1	chr1	177440350	177442350
1195	Dusp10	1	chr1	184011301	184013301
1196	Ms4a1	-1	chr19	11266241	11268241
1197	4930579G24Rik	1	chr3	79627078	79629078
1198	Gm5936	1	chrX	74835195	74837195
1199	Caskin1	1	chr17	24486600	24488600
1200	1700034J05Rik	-1	chr6	146954422	146956422
1201	Zfp280c	-1	chrX	48594504	48596504
1202	Scamp2	1	chr9	57558942	57560942
1203	Tert	1	chr13	73624910	73626910
1204	Plekha6	1	chr1	133162209	133164209
1205	Krt81	-1	chr15	101463751	101465751
1206	Map7d1	-1	chr4	126256343	126258343
1207	Card10	-1	chr15	78803042	78805042
1208	Hmox1	1	chr8	75091620	75093620
1209	Mcub	-1	chr3	129970206	129972206
1210	Ms4a5	-1	chr19	11283873	11285873
1211	Arcn1	-1	chr9	44767845	44769845
1212	Mga	1	chr2	119895227	119897227
1213	Ppfibp1	1	chr6	146886486	146888486
1214	Seh1l	1	chr18	67772875	67774875
1215	Efnb3	-1	chr11	69560205	69562205
1216	Krt86	1	chr15	101471477	101473477
1217	Gm20509	1	chr9	73100469	73102469
1218	Khdc3	1	chr9	73099835	73101835
1219	Lhx4	-1	chr1	155751684	155753684
1220	Pcbp2	1	chr15	102468538	102470538
1221	Tas2r143	1	chr6	42398237	42400237
1222	Fgf17	-1	chr14	70642268	70644268
1223	Gm14296	-1	chr2	176927809	176929809
1224	Tas2r135	1	chr6	42403433	42405433
1225	Tas2r126	1	chr6	42432534	42434534
1226	Lcn4	-1	chr2	26671282	26673282
1227	Gon4l	1	chr3	88833230	88835230
1228	Eif3l	1	chr15	79073178	79075178
1229	Afap1l2	-1	chr19	57008228	57010228
1230	Npy6r	1	chr18	44268126	44270126
1231	Krt83	-1	chr15	101491512	101493512
1232	Rsl24d1	1	chr9	73111425	73113425
1233	Pml	-1	chr9	58249786	58251786
1234	Kcne1l	-1	chrX	142306294	142308294
1235	Spinkl	-1	chr18	44175074	44177074
1236	Sobp	-1	chr10	43174530	43176530
1237	Tekt1	-1	chr11	72362442	72364442
1238	Cyp2d22	-1	chr15	82380260	82382260
1239	Atf6b	1	chr17	34645145	34647145
1240	Zfp318	1	chr17	46381730	46383730
1241	Tkt	1	chr14	30546358	30548358
1242	Bpi	1	chr2	158256093	158258093
1243	Spink11	-1	chr18	44196177	44198177
1244	Nup54	-1	chr5	92435219	92437219
1245	Cyp2c40	-1	chr19	39812814	39814814
1246	Usp3	-1	chr9	66593142	66595142
1247	Gfpt2	1	chr11	49792177	49794177
1248	Ift52	1	chr2	163015353	163017353
