	gene	str	chr	promoter_start	promoter_end
675	ZRANB3	-1	chr7	30553147	30555147
676	NOC3L	1	chr6	21056454	21058454
677	GDF8	1	chr7	250347	252347
678	TBL1X	-1	chr1	126745367	126747367
679	PCNX2	1	chr3	38927611	38929611
680	FAM133B	-1	chr2	22700755	22702755
681		-1	chr7	30531032	30533032
682	C2orf88	-1	chr7	230837	232837
683	RNF111	-1	chr10	7315284	7317284
684		1	chr14	13245621	13247621
685	HIF1A	-1	chr5	54192262	54194262
686	EFCAB1	-1	chr2	22683834	22685834
687	PLA1A	-1	chr1	80972874	80974874
688	PTPRA	1	chr4	88543150	88545150
689	MAP3K21	-1	chr3	38927053	38929053
690	TBC1D12	1	chr6	21020887	21022887
691	ANKS3	-1	chr14	13245080	13247080
692	GPR143	1	chr1	126516231	126518231
693	KCNK1	-1	chr3	38790863	38792863
694	RBM48	1	chr2	22672891	22674891
695	SLC35F3	-1	chr3	38616829	38618829
696	SNAPC1	-1	chr5	54159510	54161510
697		-1	chr13	940907	942907
698		-1	chr13	950066	952066
699	MPDZ	-1	chrZ	31049251	31051251
700		-1	chr3	104658791	104660791
701	RAB3GAP1	1	chr7	30499293	30501293
702	SHROOM2	-1	chr1	126504702	126506702
703	COA6	-1	chr3	38559258	38561258
704		1	chr5	54092822	54094822
705	POPDC2	1	chr1	80942282	80944282
706	SYT16	-1	chr5	54104268	54106268
707	PEX1	-1	chr2	22674871	22676871
708		-1	chr7	30497261	30499261
709		-1	chr13	917347	919347
710	EYA4	-1	chr3	56633286	56635286
711		1	chr6	20834333	20836333
712	CCNB1	-1	chr10	7272826	7274826
713		1	chr14	13224353	13226353
714	HIBCH	1	chr7	185763	187763
715		1	chr7	30474367	30476367
716	TARBP1	1	chr3	38522568	38524568
717	COX17	1	chr1	80936545	80938545
718	MAVS	-1	chr4	88542860	88544860
719		-1	chr6	20778514	20780514
720		-1	chr5	54028318	54030318
721	CRELD2	1	chr1	19043086	19045086
722		-1	chr5	54011115	54013115
723		-1	chr6	20762959	20764959
724		-1	chr1	80927454	80929454
725	IRF2BP2	1	chr3	38459705	38461705
726		-1	chr5	53982225	53984225
727		-1	chr2	22646949	22648949
728		-1	chr7	30490172	30492172
729		1	chr5	53972661	53974661
730	ATG9B	1	chr2	342556	344556
731	MFSD11	-1	chr18	4240761	4242761
732	WWC3	-1	chr1	126334970	126336970
733		1	chr5	53964811	53966811
734		-1	chr1	80916366	80918366
735	CLUAP1	-1	chr14	13222048	13224048
736	MYO1E	1	chr10	7183219	7185219
737	TOMM20	1	chr3	38286125	38288125
738	MFSD6	-1	chr7	173251	175251
739	KCNH5	1	chr5	53680352	53682352
740	PANK2	-1	chr4	88533950	88535950
741	PGM2L1	-1	chr1	195850848	195852848
742	TAF2	-1	chr2	136673043	136675043
743		-1	chr13	899460	901460
744	CST3	1	chr3	15681583	15683583
745	GATAD1	1	chr2	22620553	22622553
746		1	chr3	38281796	38283796
747	FAM81A	-1	chr10	7175738	7177738
748	RNF24	1	chr4	88513870	88515870
749	RBM34	1	chr3	38278485	38280485
750	CLCN4	-1	chr1	126236135	126238135
751	ANKIB1	1	chr2	22531863	22533863
752	NEMP2	1	chr7	132719	134719
753		1	chr7	30456999	30458999
754	RHOJ	-1	chr5	53640888	53642888
755	SMOX	-1	chr4	88446642	88448642
756	ARID4B	1	chr3	38192653	38194653
757	TNKS2	1	chr6	20718817	20720817
758	ALG12	-1	chr1	19044906	19046906
759	GPHB5	1	chr5	53581813	53583813
760	ADRA1D	1	chr4	88339839	88341839
761	NAB1	-1	chr7	111688	113688
762	PDE12	1	chr12	9110295	9112295
763	CHRNA7	-1	chr10	7149541	7151541
764	GSK3B	1	chr1	80748810	80750810
765	NLRC3	1	chr14	13148265	13150265
766	MID1	1	chr1	125928063	125930063
767	PPP1R3C	-1	chr6	20699934	20701934
768	GGPS1	-1	chr3	38193355	38195355
769	LRRTM1	1	chr4	87569873	87571873
770	PPP2R5E	1	chr5	53494626	53496626
771		1	chr21	6778199	6780199
772	KRIT1	-1	chr2	22533249	22535249
773	ACMSD	1	chr7	30418993	30420993
774	HECTD2	1	chr6	20618875	20620875
775	WDR89	1	chr5	53458627	53460627
776	GPR156	1	chr1	80721912	80723912
777		-1	chr2	22512502	22514502
778	ZBED4	1	chr1	18999039	19001039
779	SGPP1	1	chr5	53430323	53432323
780	NMRAL1	-1	chr14	13148979	13150979
781	DDOST	1	chr21	6771166	6773166
782	ARHGAP6	1	chr1	125569189	125571189
783	TMEM163	-1	chr7	30422024	30424024
784	LRRC58	1	chr1	80693645	80695645
785	CTNNA2	-1	chr4	87823826	87825826
786	PCGF5	1	chr6	20549750	20551750
787	STRIP1	1	chr26	1316281	1318281
788		-1	chr13	854382	856382
789	MPP4	-1	chr7	11537572	11539572
790		1	chr1	195804600	195806600
791	EFCAB14	-1	chr8	22221917	22223917
792	PCDHB4	-1	chr13	844093	846093
793	SCGN	-1	chr2	89906746	89908746
794	MELTF	-1	chr9	12636112	12638112
795	THSD4	1	chr10	6782257	6784257
796	DNAH12	-1	chr12	9114490	9116490
797	CYP51A1	-1	chr2	22507735	22509735
798	FSTL1	1	chr1	80648199	80650199
799	MGAT5	1	chr7	30237782	30239782
800	DNAJA3	1	chr14	13129466	13131466
801	NDUFB4	-1	chr1	80605982	80607982
802		-1	chr3	38169225	38171225
803	HGD	1	chr1	80579690	80581690
804	SH2D5	1	chr21	6749641	6751641
805	ANKRD1	-1	chr6	20483465	20485465
806	VASN	1	chr14	13106125	13108125
807	ASB14	-1	chr12	9047098	9049098
808		-1	chr7	30106820	30108820
809	HTR7	-1	chr6	20451074	20453074
810	RABL3	1	chr1	80554279	80556279
811	BRD1	-1	chr1	18992907	18994907
812	MSL3	-1	chr1	125384741	125386741
813	APPL1	1	chr12	9005496	9007496
814	SUCLG1	1	chr4	86198310	86200310
815	B3GALNT2	1	chr3	38122926	38124926
816	GTF2E1	-1	chr1	80556121	80558121
817	LYPD1	-1	chr7	29783780	29785780
818	HESX1	-1	chr12	9007651	9009651
819	GPR39	1	chr7	29703705	29705705
820	HP1BP3	1	chr21	6727867	6729867
821	FRMPD4	-1	chr1	125232394	125234394
822	GNG4	1	chr3	38098144	38100144
823	RPP30	1	chr6	20422247	20424247
824	RPIA	1	chr4	86170873	86172873
825	IL17RD	-1	chr12	8989422	8991422
826		-1	chr1	17293170	17295170
827	SLC35F5	1	chr7	29647126	29649126
828	EGFL6	1	chr1	124843632	124845632
829		-1	chr6	20297014	20299014
830		1	chr6	1249913	1251913
831	NGLY1	-1	chr2	37881702	37883702
832		1	chr3	38079416	38081416
833	TAFA5	1	chr1	17207558	17209558
834	CORO7	-1	chr14	13131792	13133792
835	EIF2AK3	-1	chr4	86168138	86170138
836	TMSB4X	1	chr1	124542397	124544397
837	SYNE2	-1	chr5	53388473	53390473
838	TANGO6	1	chr11	18878780	18880780
839		1	chr4	62795492	62797492
840	PARD6G	-1	chr2	89840622	89842622
841		-1	chr13	836321	838321
842		1	chr3	38066438	38068438
843		1	chr4	86118204	86120204
844	ARHGEF3	-1	chr12	8941812	8943812
845		-1	chr4	86078546	86080546
846	TLR7	1	chr1	124488190	124490190
847		1	chr6	20289234	20291234
848		-1	chr1	17132486	17134486
849		1	chr3	38034753	38036753
850	ACTR3	-1	chr7	29637868	29639868
851	THNSL2	1	chr4	85992261	85994261
852	NID1	1	chr3	37939889	37941889
853		1	chr6	20277682	20279682
854	FABP1	-1	chr4	85986038	85988038
855		1	chr14	13087511	13089511
856	PRPS2	1	chr1	124457465	124459465
857		1	chr6	20272137	20274137
858	GPR137B	-1	chr3	37919523	37921523
859	TFAP4	-1	chr14	13085810	13087810
860	ESR2	1	chr5	53182724	53184724
861	AKAP9	1	chr2	22392326	22394326
862	EIF4G3	1	chr21	6636308	6638308
863	PANK1	-1	chr6	20253500	20255500
864	TBC1D22A	1	chr1	16323265	16325265
865	SMYD1	1	chr4	85955981	85957981
866	TCEANC	-1	chr1	124367398	124369398
867	SLC16A12	-1	chr6	20203208	20205208
868	TASOR	-1	chr12	8824160	8826160
869	STXBP5L	-1	chr1	80460066	80462066
870	DPP10	-1	chr7	29372124	29374124
871	ERO1B	1	chr3	37861578	37863578
872	SRL	-1	chr14	13078199	13080199
873	IFIT5	1	chr6	20185815	20187815
874	RAB9A	-1	chr1	124352711	124354711
875	CERK	-1	chr1	16300910	16302910
876	EDARADD	-1	chr3	37857318	37859318
877	LIPA	-1	chr6	20179294	20181294
878	SLC24A3	1	chr3	4053974	4055974
879		-1	chr4	85954181	85956181
880	DDX18	-1	chr7	28931240	28933240
881	CH25H	-1	chr6	20165780	20167780
882	MTHFD1	-1	chr5	53146645	53148645
883	LRRC49	1	chr10	6705024	6707024
884		1	chr1	16229464	16231464
885	ADCY9	-1	chr14	13047466	13049466
886	FAS	1	chr6	20085174	20087174
887	TRAPPC2	1	chr1	124335729	124337729
888		-1	chr5	53104597	53106597
889	ECE1	1	chr21	6609136	6611136
890	GRAMD4	1	chr1	16087627	16089627
891	CCDC66	1	chr12	8775156	8777156
892	CRNKL1	1	chr3	3919731	3921731
893		1	chr4	85926418	85928418
894	ZBTB25	1	chr5	53089328	53091328
895	ALPL	-1	chr21	6609227	6611227
896		-1	chr3	3921707	3923707
897		-1	chr1	16049276	16051276
898	CD8BP	-1	chr4	85924985	85926985
899	CCDC93	1	chr7	28876073	28878073
900	ZBTB1	-1	chr5	53089159	53091159
901	OFD1	-1	chr1	124337655	124339655
902		-1	chr3	3871039	3873039
903	FZD1	1	chr2	22132539	22134539
904		-1	chr4	85917683	85919683
905	TCF21	-1	chr3	56362566	56364566
906	SEC23IP	1	chr6	31319085	31321085
907	ATPAF1	-1	chr8	22206503	22208503
908		-1	chr9	12619381	12621381
909	MGAT5B	-1	chr18	4209840	4211840
910	BIVM	-1	chr1	144226593	144228593
911	DSTN	-1	chr3	15658771	15660771
912		-1	chr13	800992	802992
913	RAD51B	-1	chr5	28945763	28947763
914	BLOC1S4	-1	chr2	89781385	89783385
915		-1	chr13	783320	785320
916	ABCB8	-1	chr2	344446	346446
917		1	chr9	12612244	12614244
918	ERCC5	-1	chr1	144208754	144210754
919	COX7C	-1	chrZ	61443244	61445244
920	ERC2	-1	chr12	8740271	8742271
921		-1	chr4	85907049	85909049
922	RAD9B	1	chr15	6240792	6242792
923		-1	chr2	334327	336327
924		1	chr3	3771452	3773452
925		-1	chr4	85883749	85885749
926		-1	chr5	53041637	53043637
927	RAP1GAP	1	chr21	6594040	6596040
928	WNT5A	-1	chr12	8315223	8317223
929		-1	chrZ	61276354	61278354
930	LARP6	-1	chr10	6705074	6707074
931	INSIG2	-1	chr7	28841367	28843367
932		-1	chr4	85890994	85892994
933	BTBD6	1	chr5	52933363	52935363
934	LRTM1	-1	chr12	8064571	8066571
935	CDK14	1	chr2	21786600	21788600
936	LGALS8	-1	chr3	37836628	37838628
937	EN1	1	chr7	28516094	28518094
938		1	chr3	3707660	3709660
939		-1	chr4	85872415	85874415
940	CCNH	1	chrZ	61200798	61202798
941	BRF1	-1	chr5	53013815	53015815
942	ACTA2	-1	chr6	20118932	20120932
943	CREBBP	-1	chr14	12969501	12971501
944		-1	chr4	85833484	85835484
945	POLQ	1	chr1	80207347	80209347
946		-1	chr4	85819475	85821475
947		-1	chr4	85813831	85815831
948	TRMU	1	chr1	15846574	15848574
949	ADAL	1	chr10	6682695	6684695
950		1	chr2	21747427	21749427
951	NUDT14	-1	chr5	52445216	52447216
952		-1	chr4	85852655	85854655
953	USP48	1	chr21	6567721	6569721
954	MARCO	-1	chr7	28491954	28493954
955	GPM6B	1	chr1	124199019	124201019
956	CLDN12	1	chr2	21729910	21731910
957		-1	chr4	85796790	85798790
958		-1	chr1	144190015	144192015
959		-1	chr13	723544	725544
960	CACNA2D3	1	chr12	7718780	7720780
961	METTL16	1	chr1	80196362	80198362
962		-1	chr4	85784188	85786188
963	KIZ	-1	chr3	3639744	3641744
964	C1QL2	1	chr7	28436644	28438644
965	JAG2	-1	chr5	52360978	52362978
966	TM2D3	1	chr10	6678734	6680734
967		1	chr3	37814237	37816237
968	CD8A	-1	chr4	85807858	85809858
969	GTPBP10	1	chr2	21716730	21718730
970	TRAP1	-1	chr14	12889227	12891227
971		1	chr3	37784576	37786576
972		-1	chr5	52170189	52172189
973	SELENOK	-1	chr12	7646168	7648168
974		-1	chr4	85878554	85880554
975	TARSL2	1	chr10	6662536	6664536
976		-1	chr13	711527	713527
977		-1	chr2	333087	335087
978	TBPL1	-1	chr3	56344309	56346309
979	NCSTN	1	chr25	2405632	2407632
980		-1	chr1	144129229	144131229
981	PORCN	1	chr13	620225	622225
982	MYO9B	-1	chr28	4303548	4305548
983	STAMBPL1	1	chr6	20040683	20042683
984	CD8A	-1	chr4	85743715	85745715
985		-1	chr1	124187111	124189111
986	FAM237B	-1	chr2	21709626	21711626
987	STEAP3	-1	chr7	28422283	28424283
988	CDCA4	-1	chr5	52142967	52144967
989	XRN2	-1	chr3	3591719	3593719
990	SLX4	-1	chr14	12860420	12862420
991	ZFP36L1	1	chr5	28551319	28553319
992	GLIPR2	-1	chr2	89767957	89769957
993	CDK5	1	chr2	326650	328650
994	SLC2A12	1	chr3	56300891	56302891
995		-1	chr6	1244618	1246618
996		-1	chr22	3056376	3058376
997	NUP107	1	chr1	35365838	35367838
998	MOB3C	-1	chr8	22194222	22196222
999	ACTR8	-1	chr12	7641257	7643257
1000		1	chr6	20030196	20032196
1001	GEMIN8	1	chr1	124155205	124157205
1002	CFAP69	1	chr2	21680610	21682610
1003		-1	chr14	12831315	12833315
1004	TNFRSF1A	1	chr1	80181728	80183728
1005		-1	chr4	85784683	85786683
1006	ANKRD22	-1	chr6	20032260	20034260
1007	STEAP2	1	chr2	21665321	21667321
1008	TMEM161B	1	chrZ	60801930	60803930
1009	CLBA1	1	chr5	52103546	52105546
1010	GTSE1	1	chr1	15834983	15836983
1011	HMOX2	-1	chr14	12827110	12829110
1012	CHDH	-1	chr12	7631523	7633523
1013	NKX2-4	1	chr3	3541642	3543642
1014		-1	chr1	124122032	124124032
1015		1	chr2	21639462	21641462
1016	CDK20	-1	chr13	632067	634067
1017	DNMT3A	-1	chr3	104584279	104586279
1018	ANPEP	-1	chr10	20443467	20445467
1019	SLC10A2	1	chr1	144097551	144099551
1020	S100A11	1	chr25	2384865	2386865
1021	TJP1	-1	chr10	6544834	6546834
1022	NKX2-2	1	chr3	3521327	3523327
1023		1	chr10	20431601	20433601
1024	CDIP1	1	chr14	12805822	12807822
1025	ZNF804B	1	chr2	21170332	21172332
1026		1	chr6	19994151	19996151
1027		-1	chr5	52016763	52018763
1028		-1	chr4	85813859	85815859
1029	GLRA2	-1	chr1	123886114	123888114
1030	PAX1	-1	chr3	3495862	3497862
1031	ACTN2	-1	chr3	37774495	37776495
1032	C7H2ORF76	1	chr7	28383667	28385667
1033	TMEM72	1	chr6	19962194	19964194
1034	FOXA2	1	chr3	3364093	3366093
1035	STEAP4	-1	chr2	21026905	21028905
1036	FANCB	1	chr1	123711869	123713869
1037		-1	chr14	12809414	12811414
1038	TPRKB	1	chr1	15823373	15825373
1039	SSTR4	-1	chr3	3343007	3345007
1040	CXCL12	-1	chr6	19864037	19866037
1041	FAM189A1	-1	chr10	6409092	6411092
1042	DBI	-1	chr7	28385331	28387331
1043	CD248	1	chr3	3327005	3329005
1044		-1	chr1	80181262	80183262
1045	MEF2C	1	chrZ	60515699	60517699
1046	PLD4	1	chr5	51982129	51984129
1047	ALG10	-1	chr1	15825318	15827318
1048	TMEM37	-1	chr7	28374010	28376010
1049		-1	chr3	3299822	3301822
1050	UBALD1	1	chr14	12794695	12796695
1051		-1	chr4	85900720	85902720
1052	GZF1	-1	chr3	3292415	3294415
1053	VTCN1	1	chr1	80155629	80157629
1054	MOSPD2	-1	chr1	123713845	123715845
1055	ERCC6	-1	chr6	19609491	19611491
1056	ALG2	1	chr2	89695617	89697617
1057	SEC14L1	-1	chr18	4116794	4118794
1058	ASAH1	1	chr4	62774695	62776695
1059	IFI6	1	chr2	89715660	89717660
1060		1	chr25	2368429	2370429
1061	SCTR	1	chr7	28351281	28353281
1062	TRIM45	1	chr1	80130982	80132982
1063	SRI	-1	chr2	20992378	20994378
1064	NAPB	1	chr3	3274267	3276267
1065	CETN3	1	chrZ	59938609	59940609
1066	CPNE8	1	chr1	15631799	15633799
1067		-1	chr6	19556673	19558673
1068	ASB9	1	chr1	123494179	123496179
1069		1	chr5	51942496	51944496
1070	APBA2	1	chr10	6255700	6257700
1071	ZC3H8	1	chr3	3234157	3236157
1072	MBLAC2	1	chrZ	59918982	59920982
1073		-1	chrZ	59914465	59916465
1074	MGRN1	-1	chr14	12794827	12796827
1075	CFAP221	-1	chr7	28344049	28346049
1076	FBLN7	1	chr3	3221812	3223812
1077		1	chr1	80096302	80098302
1078	MESP1	-1	chr10	20430583	20432583
1079	CPB1	1	chr9	12581261	12583261
1080	DPYSL5	-1	chr3	104557734	104559734
1081		-1	chr13	618879	620879
1082		1	chr1	143123845	143125845
1083	LYSMD3	1	chrZ	59890415	59892415
1084		1	chr1	15582705	15584705
1085		1	chr5	51925664	51927664
1086		-1	chr4	85726738	85728738
1087	MCEE	1	chr10	6243694	6245694
1088	ESYT3	-1	chr7	28313799	28315799
1089	ASB11	1	chr1	123469155	123471155
1090		-1	chr4	85709302	85711302
1091	MTR	-1	chr3	37698782	37700782
1092		-1	chr4	85684250	85686250
1093	DRGX	-1	chr6	19537670	19539670
1094	PIGA	1	chr1	123455972	123457972
1095	CEP70	1	chr7	28273427	28275427
1096	C10orf71	1	chr6	19502128	19504128
1097	NUDT16L1	-1	chr14	12746237	12748237
1098	SIDT1	-1	chr1	80093005	80095005
1099		-1	chr4	85784648	85786648
1100	MERTK	1	chr3	3199469	3201469
1101	VSTM4	-1	chr6	19425288	19427288
1102	NAA60	1	chr14	12731907	12733907
1103	USF3	1	chr1	80017463	80019463
1104	MPHOSPH10	-1	chr10	6318535	6320535
1105		1	chr6	19358179	19360179
1106	FAIM	-1	chr7	28275742	28277742
1107		1	chr3	3191234	3193234
1108	CD8A	-1	chr4	85736578	85738578
1109	C7orf26	1	chr14	12717001	12719001
1110	NAA50	1	chr1	79995431	79997431
1111	AKT1	-1	chr5	51852080	51854080
1112		1	chr6	19356681	19358681
1113	ADAM22	1	chr2	20848061	20850061
1114	VEGFD	1	chr1	123413470	123415470
1115	LRRC18	-1	chr6	19355133	19357133
1116	SIVA1	1	chr5	51771813	51773813
1117	PSPC1	1	chr1	180484090	180486090
1118	PARP9	1	chr7	28259410	28261410
1119	DNASE1	-1	chr14	12718382	12720382
1120	FAN1	-1	chr10	6238927	6240927
1121	ADSS1	1	chr5	51737658	51739658
1122		-1	chr23	4529122	4531122
1123	RASL10A	-1	chr18	4068773	4070773
1124		1	chr1	143001416	143003416
1125		1	chr13	498023	500023
1126	DTX3L	-1	chr7	28261454	28263454
1127	SRSF5A	1	chr5	28511727	28513727
1128		1	chr1	142937778	142939778
1129	CRNN	1	chr25	2363499	2365499
1130	TRRAP	1	chr14	1721282	1723282
1131	TMEM237	-1	chr7	11516967	11518967
1132	CDH1	1	chr11	18868451	18870451
1133		-1	chr25	2354085	2356085
1134	SEC61B	-1	chr2	89697358	89699358
1135		-1	chr1	142899302	142901302
1136	MCMBP	-1	chr6	31321417	31323417
1137		-1	chr1	180447674	180449674
1138	DNASE1L2	-1	chr14	12711732	12713732
1139	RMND5A	1	chr4	85629637	85631637
1140		1	chr5	51717242	51719242
1141		1	chr4	62761513	62763513
1142		1	chr1	142767788	142769788
1143	USE1	-1	chr28	4262921	4264921
1144	SLCO2B1	1	chr1	195699720	195701720
1145		-1	chr7	28253588	28255588
1146	BMX	-1	chr1	123360200	123362200
1147		1	chr6	19269810	19271810
1148	IFI27L2	1	chr23	4488447	4490447
1149	CACNA1D	1	chr12	7448924	7450924
1150	MTMR10	1	chr10	6182393	6184393
1151	KIF21A	1	chr1	15475556	15477556
1152	RNF103	-1	chr4	85626485	85628485
1153	ANAPC1	-1	chr3	3193023	3195023
1154	ECI1	1	chr14	12701653	12703653
1155		-1	chr6	19236981	19238981
1156		-1	chr1	180392875	180394875
1157	ACE2	1	chr1	123306764	123308764
1158		-1	chr7	28235171	28237171
1159		-1	chrZ	59879799	59881799
1160	GJA3	1	chr1	180311129	180313129
1161		1	chr1	123279268	123281268
1162	GNRHR	-1	chr10	20428453	20430453
1163		-1	chr25	2346915	2348915
1164		-1	chr6	19156066	19158066
1165		-1	chr4	85607432	85609432
1166	DBF4	1	chr2	20826414	20828414
1167	GJB2	1	chr1	180294062	180296062
1168	ATP6V1A	-1	chr1	79998068	80000068
1169		-1	chr1	180296344	180298344
1170	ZRSR2	-1	chr1	123270120	123272120
1171	BCL2L11	1	chr3	3131520	3133520
1172	GJB6	1	chr1	180266522	180268522
1173		-1	chr6	19019069	19021069
1174	LMLN	-1	chr7	28216993	28218993
1175	KIAA0319L	1	chr23	4457154	4459154
1176	BUB1	1	chr3	3105741	3107741
1177		-1	chrZ	59779634	59781634
1178	SLC25A40	-1	chr2	20827731	20829731
1179	KDM3A	1	chr4	85571745	85573745
1180	CLCN7	-1	chr14	12701562	12703562
1181	ABCD2	1	chr1	15405885	15407885
1182	DCP1A	-1	chr12	7412900	7414900
1183	CRYL1	1	chr1	180186435	180188435
1184		1	chr5	51689468	51691468
1185		-1	chrZ	59762405	59764405
1186	AP1S2	1	chr1	123218540	123220540
1187	SLC2A13	1	chr1	15241987	15243987
1188		1	chr7	28183900	28185900
1189	DUSP12	1	chr1	79962641	79964641
1190		-1	chrZ	59684887	59686887
1191	FAM46C	-1	chr1	79957248	79959248
1192	IFT88	-1	chr1	180181761	180183761
1193	MPP2	-1	chr27	8018369	8020369
1194	NCBP2	-1	chr9	12614155	12616155
1195	NR4A3	-1	chr2	89385555	89387555
1196	VPS29	-1	chr15	6242716	6244716
1197	MKNK1	-1	chr8	22174621	22176621
1198	ILDR2	1	chr1	93257643	93259643
1199	TPCN3	1	chr3	3089850	3091850
1200	RUNDC3B	1	chr2	20766641	20768641
1201	CACNA1C	1	chr1	61132026	61134026
1202		-1	chr4	61879305	61881305
1203	NCDN	-1	chr23	4458518	4460518
1204	REEP1	-1	chr4	85557858	85559858
1205		-1	chr6	992761	994761
1206		1	chr1	195652497	195654497
1207		-1	chr25	2342229	2344229
1208	INSR	-1	chr28	4253117	4255117
1209	AGTR1	1	chr9	12536280	12538280
1210	TMEM130	-1	chr14	1721236	1723236
1211	SRGAP3	-1	chr12	19803309	19805309
1212	INPP5F	1	chr6	31266249	31268249
1213	ANAPC15	-1	chr1	195636411	195638411
1214	TYRP1	-1	chrZ	30833822	30835822
1215		1	chr25	2333911	2335911
1216	TNRC6C	1	chr18	4007884	4009884
1217	OSBPL11	-1	chr7	28172550	28174550
1218	TKT	-1	chr12	7371332	7373332
1219	IL17D	-1	chr1	180137865	180139865
1220	DMBX1	-1	chr8	22023808	22025808
1221	EFNB2	1	chr1	142511095	142513095
1222	ARRDC3	1	chrZ	59534398	59536398
1223	MAPK8	1	chr6	19004935	19006935
1224	TMEM179	-1	chr5	51605594	51607594
1225	MRPL35	1	chr4	85491266	85493266
1226	TFAP2E	-1	chr23	4450593	4452593
1227		1	chr7	28120091	28122091
1228	NPHP1	-1	chr3	3092030	3094030
1229	PSMB2	1	chr23	4416138	4418138
1230	EEF1AKMT1	1	chr1	180120190	180122190
1231	TMED3	1	chr10	20420862	20422862
1232	LURAP1L	-1	chrZ	30796780	30798780
1233		1	chr6	916363	918363
1234	MAPRE3	-1	chr3	104547654	104549654
1235		1	chrZ	30440780	30442780
1236		1	chr10	20418142	20420142
1237	LRTOMT	1	chr1	195630212	195632212
1238		-1	chr25	2321665	2323665
1239	KIF26A	1	chr5	50929833	50931833
1240	GRPR	-1	chr1	123107985	123109985
1241	NR2F1	-1	chrZ	58587854	58589854
1242		1	chrZ	30303108	30305108
1243	HSPG2	1	chr21	6540874	6542874
1244	MELK	-1	chrZ	82223072	82225072
1245	DCAF15	-1	chr30	1359010	1361010
1246	LAMTOR1	-1	chr1	195629416	195631416
1247		1	chrZ	29497349	29499349
1248		-1	chr3	104539304	104541304
1249	NBR1	1	chr27	7988869	7990869
1250	ZIC1	1	chr9	12072564	12074564
1251		1	chr1	195620147	195622147
1252	BAG3	1	chr6	31227091	31229091
1253	ARGLU1	1	chr1	142493382	142495382
1254	RRBP1	1	chr3	15614823	15616823
1255	PAX6	-1	chr5	5461448	5463448
1256	VPS11	-1	chr24	151086	153086
1257	C1orf216	1	chr23	4392409	4394409
1258		1	chrZ	29366980	29368980
1259		-1	chr25	2309799	2311799
1260	ZIC4	-1	chr9	12064322	12066322
1261		-1	chrZ	29434268	29436268
1262	RARG	1	chr33	7201262	7203262
1263	ARHGEF18	-1	chr28	4211793	4213793
1264	NALF1	1	chr1	142236917	142238917
1265	MALL	-1	chr3	3070900	3072900
1266		-1	chr6	901213	903213
1267		-1	chr8	21991112	21993112
1268	LUC7L	-1	chr14	12678159	12680159
1269	RYR2	-1	chr3	37528009	37530009
1270	IMMT	-1	chr4	85493124	85495124
1271	TRPM1	1	chr10	6123778	6125778
1272		1	chr12	7331283	7333283
1273	CHAC2	-1	chr3	3055276	3057276
1274	XPO4	1	chr1	180042063	180044063
1275	ASPG	1	chr5	50820508	50822508
1276	SNX4	-1	chr7	28116724	28118724
1277	ABCB1	-1	chr2	20753904	20755904
1278	FAM172A	1	chrZ	58294403	58296403
1279	GDAP2	1	chr1	79904672	79906672
1280		1	chr1	142110755	142112755
1281	STRADB	1	chr7	11488897	11490897
1282	PTPN20	-1	chr6	19006416	19008416
1283	CLSPN	1	chr23	4369909	4371909
1284	ASB3	1	chr3	3039078	3041078
1285	LATS2	1	chr1	179978746	179980746
1286	FAM234A	-1	chr14	12658411	12660411
1287	BICD2	-1	chr12	7298893	7300893
1288	GDF10	-1	chr6	18862872	18864872
1289		1	chr5	50803288	50805288
1290	SAP18	-1	chr1	179950091	179952091
1291	KLF13	-1	chr10	6048656	6050656
1292	GDF2	-1	chr6	18845428	18847428
1293	KIAA0825	1	chrZ	58060810	58062810
1294	CTPS2	1	chr1	122841956	122843956
1295	RASGRF1	-1	chr10	20388562	20390562
1296	SLC30A3	1	chr3	104526616	104528616
1297	ERLEC1	-1	chr3	3041396	3043396
1298	RBP3	-1	chr6	18829935	18831935
1299	ZNF148	-1	chr7	28054010	28056010
1300	LRRK2	-1	chr1	15199297	15201297
1301	ABCB1	-1	chr2	20706383	20708383
1302	SKA3	1	chr1	179929544	179931544
1303	FABP5	1	chr2	121270546	121272546
1304	RGS11	1	chr14	12634578	12636578
1305	TLR15	-1	chr3	3025935	3027935
1306	TDRD9	1	chr5	50784849	50786849
1307	OTUD7A	1	chr10	5924088	5926088
1308	MRPL57	-1	chr1	179931454	179933454
