name	chromosome	start	end	length
cCREs138928	chr14	8257832	8258655	823
cCREs138935	chr14	8304988	8305537	549
cCREs138951	chr14	8335786	8336447	661
cCREs139671	chr14	11776053	11776619	566
cCREs139878	chr14	12382753	12383738	985
cCREs140653	chr14	16279038	16279712	674
cCREs141020	chr14	18020601	18021147	546
cCREs141027	chr14	18035755	18036288	533
cCREs141241	chr14	19800188	19801010	822
cCREs141345	chr14	20144074	20144623	549
cCREs141443	chr14	20618110	20618631	521
cCREs141543	chr14	20983792	20984362	570
cCREs141757	chr14	21825707	21826235	528
cCREs141763	chr14	21851813	21852464	651
cCREs141838	chr14	22289602	22290163	561
cCREs142204	chr14	23799652	23800325	673
cCREs142243	chr14	23881863	23882428	565
cCREs142459	chr14	24757203	24757744	541
cCREs142475	chr14	24806844	24807712	868
cCREs142643	chr14	25320079	25320605	526
cCREs142652	chr14	25353687	25354302	615
cCREs142677	chr14	25468908	25469583	675
cCREs142705	chr14	25520447	25520986	539
cCREs142790	chr14	25734623	25735960	1337
cCREs142799	chr14	25748079	25748700	621
cCREs142806	chr14	25765140	25765714	574
cCREs142819	chr14	25802363	25803043	680
cCREs142941	chr14	27031115	27031796	681
cCREs142947	chr14	27048223	27048945	722
cCREs143987	chr14	30828058	30828587	529
cCREs143989	chr14	30831667	30832168	501
cCREs144011	chr14	30888256	30889071	815
cCREs144016	chr14	30920882	30921383	501
cCREs144281	chr14	32168151	32169182	1031
cCREs144397	chr14	32681329	32682092	763
cCREs144432	chr14	32865932	32866472	540
cCREs144697	chr14	33888239	33889226	987
cCREs144780	chr14	34330412	34331319	907
cCREs144785	chr14	34344376	34344893	517
cCREs144794	chr14	34378268	34379412	1144
cCREs144889	chr14	34835384	34835990	606
cCREs145294	chr14	36860064	36860955	891
cCREs145332	chr14	37002853	37003401	548
cCREs145998	chr14	41015740	41016270	530
cCREs146277	chr14	45563391	45564275	884
cCREs146283	chr14	45588178	45588723	545
cCREs146304	chr14	45654869	45655370	501
cCREs146544	chr14	46891635	46892150	515
cCREs146988	chr14	48738036	48738582	546
cCREs146994	chr14	48795147	48795826	679
cCREs147311	chr14	51146626	51147179	553
cCREs147454	chr14	52331051	52331580	529
cCREs147650	chr14	54219294	54219853	559
cCREs147701	chr14	54479524	54480052	528
cCREs147875	chr14	55223142	55224104	962
cCREs148320	chr14	57718940	57719460	520
cCREs148590	chr14	58943000	58943827	827
cCREs149055	chr14	60994851	60995396	545
cCREs149056	chr14	60995823	60996890	1067
cCREs149060	chr14	61004917	61005518	601
cCREs149497	chr14	63085212	63086719	1507
cCREs149512	chr14	63146273	63146813	540
cCREs149538	chr14	63325737	63326486	749
cCREs149573	chr14	63480033	63480568	535
cCREs149622	chr14	63681424	63681976	552
cCREs149669	chr14	63811274	63811807	533
cCREs150078	chr14	65071974	65072514	540
cCREs150325	chr14	65973287	65973847	560
cCREs150561	chr14	66861363	66862017	654
cCREs150679	chr14	67292975	67293568	593
cCREs150681	chr14	67300663	67301385	722
cCREs150808	chr14	67922011	67922537	526
cCREs151090	chr14	69763448	69764026	578
cCREs151211	chr14	70170475	70171056	581
cCREs151321	chr14	70570838	70571339	501
cCREs151325	chr14	70576710	70577245	535
cCREs151718	chr14	72533127	72533652	525
cCREs152039	chr14	73950374	73950904	530
cCREs152153	chr14	74463957	74464485	528
cCREs152775	chr14	76664439	76664944	505
cCREs153185	chr14	77937570	77938100	530
cCREs153338	chr14	78538416	78539018	602
cCREs153547	chr14	79262508	79263164	656
cCREs155402	chr14	92183102	92183713	611
cCREs155510	chr14	93039239	93039769	530
cCREs156767	chr14	100362647	100363202	555
cCREs156788	chr14	100485413	100485977	564
cCREs157150	chr14	101951234	101951735	501
cCREs157953	chr14	105862410	105863199	789
cCREs158343	chr14	108860638	108861146	508
cCREs159218	chr14	115095496	115096021	525
cCREs159885	chr14	118387983	118388537	554
cCREs160438	chr14	120434917	120435502	585
cCREs160645	chr14	121149929	121150471	542
cCREs160831	chr14	121657500	121658032	532
cCREs160987	chr14	122189843	122190379	536
cCREs161061	chr14	122494455	122495026	571
cCREs161312	chr14	123616685	123617209	524
cCREs161484	chr15	3232015	3233002	987
cCREs161487	chr15	3247070	3247584	514
cCREs161987	chr15	6432375	6432949	574
cCREs162180	chr15	7180476	7181035	559
cCREs162438	chr15	8632252	8632802	550
cCREs162455	chr15	8698399	8699158	759
cCREs162496	chr15	8864983	8866030	1047
cCREs162964	chr15	11287710	11288259	549
cCREs164136	chr15	18237736	18238309	573
cCREs165201	chr15	25633753	25634301	548
cCREs165300	chr15	25892894	25893797	903
cCREs165612	chr15	27246333	27246897	564
cCREs165740	chr15	27622506	27623146	640
cCREs166694	chr15	31569491	31570081	590
cCREs167283	chr15	34491022	34491545	523
cCREs167682	chr15	36540683	36541460	777
cCREs167696	chr15	36630646	36631186	540
cCREs167861	chr15	37233681	37234771	1090
cCREs167967	chr15	37621874	37622440	566
cCREs168096	chr15	38120910	38121533	623
cCREs168111	chr15	38180838	38181501	663
cCREs168151	chr15	38374693	38375292	599
cCREs168166	chr15	38431409	38432130	721
cCREs168235	chr15	38882576	38883111	535
cCREs168631	chr15	40626365	40626913	548
cCREs169065	chr15	42553938	42555217	1279
cCREs169749	chr15	47436099	47436610	511
cCREs170192	chr15	50925816	50926693	877
cCREs170304	chr15	51498694	51499335	641
cCREs170660	chr15	53153611	53154171	560
cCREs171013	chr15	54798832	54799389	557
cCREs171122	chr15	55177661	55178372	711
cCREs171424	chr15	56741942	56742475	533
cCREs171553	chr15	57700841	57701386	545
cCREs171599	chr15	57798565	57799456	891
cCREs171667	chr15	58005062	58005594	532
cCREs172010	chr15	59138319	59139233	914
cCREs172035	chr15	59245843	59246463	620
cCREs172065	chr15	59391841	59392413	572
cCREs172152	chr15	59630459	59631001	542
cCREs172348	chr15	60615012	60615835	823
cCREs172482	chr15	61308870	61309764	894
cCREs172766	chr15	62533170	62533761	591
cCREs172795	chr15	62696295	62696831	536
cCREs172976	chr15	63671014	63671560	546
cCREs173054	chr15	64090947	64091999	1052
cCREs174008	chr15	67823215	67823776	561
cCREs174073	chr15	68072251	68072881	630
cCREs174140	chr15	68243802	68244985	1183
cCREs174157	chr15	68303252	68303860	608
cCREs174990	chr15	72568466	72569022	556
cCREs175247	chr15	73446832	73447449	617
cCREs175311	chr15	73657270	73657836	566
cCREs175327	chr15	73725964	73726571	607
cCREs175332	chr15	73737945	73738718	773
cCREs175544	chr15	74483977	74484702	725
cCREs175556	chr15	74523553	74524095	542
cCREs175558	chr15	74531188	74531719	531
cCREs175799	chr15	75831645	75833151	1506
cCREs175842	chr15	76076863	76077417	554
cCREs175855	chr15	76142193	76142740	547
cCREs175876	chr15	76228990	76229820	830
cCREs175883	chr15	76256267	76256804	537
cCREs175982	chr15	76695111	76695635	524
cCREs175983	chr15	76696379	76696906	527
cCREs175985	chr15	76700444	76700999	555
cCREs175990	chr15	76724297	76725125	828
cCREs176265	chr15	77866459	77867048	589
cCREs176357	chr15	78166216	78166762	546
cCREs176403	chr15	78369383	78370106	723
cCREs176414	chr15	78416834	78417600	766
cCREs176474	chr15	78647692	78648213	521
cCREs176531	chr15	78844796	78845358	562
cCREs176545	chr15	78889475	78890354	879
cCREs176556	chr15	78921927	78922688	761
cCREs176871	chr15	80160643	80161214	571
cCREs176882	chr15	80189663	80190542	879
cCREs177051	chr15	80807143	80807660	517
cCREs177233	chr15	81697098	81697636	538
cCREs177282	chr15	81896305	81896870	565
cCREs177291	chr15	81920347	81921634	1287
cCREs177299	chr15	81940583	81941084	501
cCREs177530	chr15	83107306	83107843	537
cCREs177612	chr15	83430307	83430897	590
cCREs177653	chr15	83611211	83611714	503
cCREs177675	chr15	83734511	83735417	906
cCREs177715	chr15	83849495	83850015	520
cCREs177764	chr15	84026456	84027004	548
cCREs177820	chr15	84235106	84236168	1062
cCREs177822	chr15	84239744	84240245	501
cCREs177965	chr15	84672513	84673085	572
cCREs178005	chr15	84852407	84852937	530
cCREs178030	chr15	84953238	84953762	524
cCREs178034	chr15	84962497	84962998	501
cCREs178175	chr15	85502980	85503615	635
cCREs178183	chr15	85541371	85541921	550
cCREs178191	chr15	85572758	85573308	550
cCREs178244	chr15	85756524	85757046	522
cCREs178247	chr15	85792763	85793387	624
cCREs178318	chr15	86097452	86098494	1042
cCREs178671	chr15	87523366	87523946	580
cCREs178680	chr15	87561289	87561845	556
cCREs178730	chr15	87682356	87682895	539
cCREs178784	chr15	87906215	87906788	573
cCREs178988	chr15	88840013	88840640	627
cCREs180597	chr15	95651286	95652669	1383
cCREs181193	chr15	98152863	98153390	527
cCREs181286	chr15	98714202	98714797	595
cCREs181339	chr15	98942024	98942673	649
cCREs181434	chr15	99405097	99405621	524
cCREs181452	chr15	99470037	99470563	526
cCREs181908	chr15	101277065	101278069	1004
cCREs181969	chr15	101491322	101491888	566
cCREs182015	chr15	101821568	101822079	511
cCREs182048	chr15	102002782	102003638	856
cCREs182288	chr15	103213784	103214605	821
cCREs182303	chr15	103285715	103286561	846
cCREs182665	chr16	4932464	4933020	556
cCREs182731	chr16	5217236	5218205	969
cCREs182893	chr16	5881767	5882334	567
cCREs183378	chr16	7590940	7591488	548
cCREs183452	chr16	8188408	8189065	657
cCREs183503	chr16	8514217	8514768	551
cCREs183531	chr16	8597422	8598047	625
cCREs183652	chr16	9165771	9166480	709
cCREs183917	chr16	10298007	10298721	714
cCREs183993	chr16	10574816	10575366	550
cCREs184016	chr16	10657800	10658633	833
cCREs184055	chr16	10777379	10778190	811
cCREs184284	chr16	11644362	11644902	540
cCREs184289	chr16	11656771	11657554	783
cCREs184358	chr16	11899819	11900798	979
cCREs184623	chr16	13190254	13190834	580
cCREs184702	chr16	13451904	13452475	571
cCREs184842	chr16	14183769	14184344	575
cCREs185244	chr16	17491051	17491568	517
cCREs185296	chr16	17698570	17699085	515
cCREs185380	chr16	18087064	18087570	506
cCREs185453	chr16	18383225	18384253	1028
cCREs185456	chr16	18386317	18386959	642
cCREs185515	chr16	18624081	18624605	524
cCREs185550	chr16	18796619	18797161	542
cCREs185780	chr16	20796559	20797080	521
cCREs185838	chr16	21277881	21278405	524
cCREs185848	chr16	21318556	21319071	515
cCREs185862	chr16	21389197	21390113	916
cCREs185950	chr16	21699287	21699803	516
cCREs185958	chr16	21769627	21770164	537
cCREs186091	chr16	22468501	22469077	576
cCREs186297	chr16	23274426	23274972	546
cCREs186536	chr16	24325934	24326491	557
cCREs186566	chr16	24445433	24445948	515
cCREs186921	chr16	25877274	25878028	754
cCREs187300	chr16	28038766	28039499	733
cCREs187648	chr16	29398949	29399542	593
cCREs187778	chr16	29943880	29944530	650
cCREs187890	chr16	30397063	30398146	1083
cCREs187891	chr16	30412585	30413166	581
cCREs188089	chr16	31141869	31142444	575
cCREs188134	chr16	31301043	31301619	576
cCREs188177	chr16	31490865	31491405	540
cCREs188180	chr16	31495329	31495864	535
cCREs188266	chr16	31880083	31880615	532
cCREs188327	chr16	32202567	32203152	585
cCREs188371	chr16	32512887	32513968	1081
cCREs188670	chr16	33931905	33932607	702
cCREs188829	chr16	34352489	34353262	773
cCREs188987	chr16	34930002	34931410	1408
cCREs189002	chr16	34977991	34978512	521
cCREs189007	chr16	34992779	34993361	582
cCREs189015	chr16	35023287	35023798	511
cCREs189405	chr16	36892504	36893066	562
cCREs189915	chr16	38920233	38920943	710
cCREs189928	chr16	38947385	38948008	623
cCREs190091	chr16	39668166	39668772	606
cCREs190095	chr16	39692962	39693555	593
cCREs190135	chr16	39988356	39988888	532
cCREs190311	chr16	40827120	40827636	516
cCREs190467	chr16	41540686	41541195	509
cCREs190574	chr16	41925422	41925944	522
cCREs190982	chr16	43623207	43624369	1162
cCREs191217	chr16	44502247	44502788	541
cCREs191224	chr16	44516347	44516979	632
cCREs191228	chr16	44529857	44530413	556
cCREs191505	chr16	45729610	45730271	661
cCREs191932	chr16	48422569	48423142	573
cCREs192302	chr16	50001578	50002484	906
cCREs196033	chr16	72577597	72578634	1037
cCREs196075	chr16	72737136	72737648	512
cCREs196224	chr16	73471438	73472232	794
cCREs196225	chr16	73477112	73477622	510
cCREs197075	chr16	77431287	77431826	539
cCREs198862	chr16	87670611	87671164	553
cCREs199426	chr16	90217261	90217815	554
cCREs199475	chr16	90400999	90401996	997
cCREs199694	chr16	91169571	91170331	760
cCREs199702	chr16	91222123	91223299	1176
cCREs199710	chr16	91265855	91266407	552
cCREs199716	chr16	91303982	91304804	822
cCREs199733	chr16	91378900	91379894	994
cCREs199735	chr16	91385268	91386322	1054
cCREs199753	chr16	91441366	91441923	557
cCREs199801	chr16	91614474	91615007	533
cCREs199829	chr16	91735544	91736120	576
cCREs199850	chr16	91804754	91805386	632
cCREs199851	chr16	91808555	91809114	559
cCREs200007	chr16	92346205	92346800	595
cCREs200096	chr16	92653595	92654462	867
cCREs200245	chr16	93387639	93388257	618
cCREs201254	chr16	97493928	97494465	537
cCREs201289	chr16	97736541	97737416	875
cCREs201431	chr17	3371114	3371626	512
cCREs201678	chr17	4612084	4613224	1140
cCREs202000	chr17	5764438	5764939	501
cCREs202058	chr17	5981491	5982117	626
cCREs202301	chr17	7648462	7649037	575
cCREs202719	chr17	9630999	9631520	521
cCREs202772	chr17	9848805	9849535	730
cCREs202840	chr17	10122317	10122846	529
cCREs202990	chr17	10734203	10734776	573
cCREs203331	chr17	12133881	12134449	568
cCREs203368	chr17	12225222	12225798	576
cCREs203378	chr17	12261832	12262374	542
cCREs203528	chr17	12937637	12938573	936
cCREs203804	chr17	14691806	14692336	530
cCREs203881	chr17	15199139	15199904	765
cCREs203892	chr17	15276042	15276635	593
cCREs204120	chr17	17409532	17410093	561
cCREs204127	chr17	17441667	17442575	908
cCREs204145	chr17	17587257	17588175	918
cCREs204282	chr17	23603032	23603989	957
cCREs204326	chr17	23876600	23877643	1043
cCREs204354	chr17	24062417	24062921	504
cCREs204414	chr17	24429173	24429761	588
cCREs204423	chr17	24474516	24475081	565
cCREs204644	chr17	25565081	25565700	619
cCREs204658	chr17	25605124	25605693	569
cCREs204706	chr17	25782907	25783591	684
cCREs204710	chr17	25795532	25796107	575
cCREs204711	chr17	25796269	25796803	534
cCREs204792	chr17	26149490	26150287	797
cCREs204984	chr17	27032796	27033330	534
cCREs205103	chr17	27549165	27549682	517
cCREs205113	chr17	27578317	27579224	907
cCREs205131	chr17	27626500	27627223	723
cCREs205239	chr17	28016281	28016989	708
cCREs205261	chr17	28070171	28070727	556
cCREs205316	chr17	28290199	28290724	525
cCREs205409	chr17	28777138	28777746	608
cCREs205468	chr17	29050468	29051269	801
cCREs205560	chr17	29339090	29339638	548
cCREs205565	chr17	29358821	29359410	589
cCREs205757	chr17	30145598	30146171	573
cCREs205775	chr17	30200230	30200760	530
cCREs206137	chr17	31703515	31704047	532
cCREs206159	chr17	31793376	31793926	550
cCREs206250	chr17	32127166	32127716	550
cCREs206257	chr17	32166645	32167195	550
cCREs206276	chr17	32253187	32253738	551
cCREs206279	chr17	32268297	32268866	569
cCREs206381	chr17	33526402	33526999	597
cCREs206455	chr17	34039970	34040517	547
cCREs206530	chr17	34585067	34585575	508
cCREs206568	chr17	34743693	34744316	623
cCREs206676	chr17	35524225	35524790	565
cCREs206766	chr17	35922495	35923046	551
cCREs206769	chr17	35939924	35940463	539
cCREs206809	chr17	36157297	36158369	1072
cCREs206887	chr17	37055210	37055775	565
cCREs207385	chr17	43590450	43590969	519
cCREs207731	chr17	45133450	45134351	901
cCREs207780	chr17	45348824	45349368	544
cCREs207879	chr17	45756349	45756850	501
cCREs207908	chr17	45859214	45859918	704
cCREs207936	chr17	46013602	46014106	504
cCREs207954	chr17	46104242	46104981	739
cCREs208071	chr17	46662544	46663242	698
cCREs208095	chr17	46809017	46809541	524
cCREs208107	chr17	46853218	46853743	525
cCREs208256	chr17	47527427	47528003	576
cCREs208267	chr17	47566016	47566681	665
cCREs208342	chr17	47898053	47898853	800
cCREs208398	chr17	48206968	48207475	507
cCREs208445	chr17	48437248	48438063	815
cCREs208642	chr17	49240012	49240527	515
cCREs208683	chr17	49431904	49432824	920
cCREs208702	chr17	49503161	49503702	541
cCREs208707	chr17	49517031	49517532	501
cCREs208709	chr17	49520580	49521167	587
cCREs208711	chr17	49528031	49528572	541
cCREs208714	chr17	49534090	49534876	786
cCREs208718	chr17	49545963	49546492	529
cCREs208785	chr17	49779534	49780089	555
cCREs209370	chr17	52810752	52811300	548
cCREs209460	chr17	53620515	53621055	540
cCREs209756	chr17	56109613	56110152	539
cCREs209776	chr17	56170544	56171129	585
cCREs209954	chr17	56862417	56862992	575
cCREs210699	chr17	62816248	62816992	744
cCREs211706	chr17	66732394	66732965	571
cCREs211710	chr17	66738160	66739399	1239
cCREs211733	chr17	66815861	66816383	522
cCREs211783	chr17	67010136	67010652	516
cCREs211824	chr17	67152169	67152678	509
cCREs211877	chr17	67314403	67315194	791
cCREs212189	chr17	68778304	68778811	507
cCREs212668	chr17	70676223	70676929	706
cCREs212777	chr17	71120567	71121165	598
cCREs212797	chr17	71184787	71185311	524
cCREs213284	chr17	73255695	73256284	589
cCREs213306	chr17	73325227	73326132	905
cCREs213712	chr17	75204011	75204965	954
cCREs213737	chr17	75302021	75302575	554
cCREs214135	chr17	78216520	78217061	541
cCREs214204	chr17	78368155	78368938	783
cCREs214258	chr17	78596535	78597089	554
cCREs215253	chr17	83020361	83021094	733
cCREs215458	chr17	83827565	83828427	862
cCREs215495	chr17	83937494	83938069	575
cCREs215498	chr17	83953596	83954130	534
cCREs215516	chr17	83986056	83986790	734
cCREs215578	chr17	84177302	84177841	539
cCREs215623	chr17	84318148	84318788	640
cCREs215637	chr17	84356516	84357431	915
cCREs215650	chr17	84399284	84400095	811
cCREs215918	chr17	85616545	85617465	920
cCREs215921	chr17	85625053	85625573	520
cCREs215922	chr17	85625789	85626313	524
cCREs215936	chr17	85704295	85705063	768
cCREs216175	chr17	86532808	86533331	523
cCREs216212	chr17	86650979	86651921	942
cCREs216250	chr17	86814266	86814791	525
cCREs216254	chr17	86822732	86823484	752
cCREs216274	chr17	86924594	86925147	553
cCREs216276	chr17	86929913	86930458	545
cCREs216286	chr17	86967480	86968014	534
cCREs216567	chr17	88297205	88298115	910
cCREs216648	chr17	88620979	88621551	572
cCREs217647	chr18	4129132	4130062	930
cCREs218009	chr18	5597099	5597613	514
cCREs218053	chr18	5805556	5806807	1251
cCREs218077	chr18	5900914	5901432	518
cCREs218843	chr18	10612771	10613549	778
cCREs218927	chr18	10976701	10977333	632
cCREs218928	chr18	10980246	10980776	530
cCREs219054	chr18	11851598	11852156	558
cCREs219058	chr18	11856777	11857514	737
cCREs219096	chr18	11946923	11947546	623
cCREs219127	chr18	12028310	12029030	720
cCREs219548	chr18	13701260	13702155	895
cCREs219603	chr18	13879559	13880541	982
cCREs219624	chr18	13933516	13934187	671
cCREs219632	chr18	13969900	13970611	711
cCREs219790	chr18	14908166	14908794	628
cCREs219928	chr18	15421234	15421906	672
cCREs219932	chr18	15441759	15442274	515
cCREs220228	chr18	16767611	16768290	679
cCREs221515	chr18	23996804	23997533	729
cCREs221518	chr18	24021637	24022172	535
cCREs221530	chr18	24070442	24071259	817
cCREs221537	chr18	24099722	24100421	699
cCREs221848	chr18	25152305	25152910	605
cCREs221999	chr18	25667974	25668510	536
cCREs223533	chr18	33314539	33315205	666
cCREs223536	chr18	33336710	33337221	511
cCREs223940	chr18	35039718	35040292	574
cCREs224190	chr18	35990437	35990976	539
cCREs224318	chr18	36456539	36457119	580
cCREs224628	chr18	38388765	38389325	560
cCREs224656	chr18	38494591	38495245	654
cCREs224659	chr18	38515338	38515877	539
