Gene name	Human gene name	Human homology type	Human orthology confidence [0 low, 1 high]
Sgms1	SGMS1	ortholog_one2one	1
Scaf8	SCAF8	ortholog_one2one	1
Reg4	REG4	ortholog_one2one	1
Fxyd7	FXYD7	ortholog_one2one	1
Trmu	TRMU	ortholog_one2one	1
Pecam1	PECAM1	ortholog_one2one	1
Ilk	ILK	ortholog_one2one	1
Msx2	MSX2	ortholog_one2one	1
Zfp534	ZNF34	ortholog_one2many	0
BC049762	AC113348.1	ortholog_one2many	0
Clec2l	CLEC2L	ortholog_one2one	1
Aipl1	AIPL1	ortholog_one2one	1
Clk4	CLK4	ortholog_one2one	1
Sdhaf4	SDHAF4	ortholog_one2one	1
Sebox	SEBOX	ortholog_one2one	1
Cenpj	CENPJ	ortholog_one2one	1
Rrm1	RRM1	ortholog_one2one	1
Lrrc26	LRRC26	ortholog_one2one	1
Atg16l2	ATG16L2	ortholog_one2one	1
Slc25a14	SLC25A14	ortholog_one2one	1
Cd14	CD14	ortholog_one2one	1
Frs2	FRS2	ortholog_one2one	1
Fscn2	FSCN2	ortholog_one2one	1
Pqlc2	SLC66A1	ortholog_one2one	1
Reg1	REG1A	ortholog_one2many	1
Snx2	SNX2	ortholog_one2one	1
Cnn1	CNN1	ortholog_one2one	1
Gpr180	GPR180	ortholog_one2one	1
Itga6	ITGA6	ortholog_one2one	1
Pax4	PAX4	ortholog_one2one	1
Kctd3	KCTD3	ortholog_one2one	1
Ssrp1	SSRP1	ortholog_one2one	1
Tmem269	TMEM269	ortholog_one2one	1
Fermt2	FERMT2	ortholog_one2one	1
Smlr1	SMLR1	ortholog_one2one	0
Ikzf4	IKZF4	ortholog_one2one	1
AI593442	C11orf87	ortholog_one2one	1
Ess2	ESS2	ortholog_one2one	1
Cmpk2	CMPK2	ortholog_one2one	1
Gria2	GRIA2	ortholog_one2one	1
Ube2z	UBE2Z	ortholog_one2one	1
Spout1	SPOUT1	ortholog_one2one	1
Ibsp	IBSP	ortholog_one2one	1
Gm3259	PRAMEF2	ortholog_many2many	0
Gm3259	PRAMEF5	ortholog_many2many	0
Gm3259	PRAMEF7	ortholog_many2many	0
Gm3259	PRAMEF26	ortholog_many2many	0
Gm3259	PRAMEF17	ortholog_many2many	0
Gm3259	PRAMEF20	ortholog_many2many	0
Gm3259	PRAMEF6	ortholog_many2many	0
Gm3259	PRAMEF12	ortholog_many2many	0
Gm3259	PRAMEF4	ortholog_many2many	0
Gm3259	PRAMEF1	ortholog_many2many	0
Gm3259	PRAMEF14	ortholog_many2many	0
Gm3259	PRAMEF10	ortholog_many2many	0
Gm3259	PRAMEF15	ortholog_many2many	0
Gm3259	PRAMEF18	ortholog_many2many	0
Gm3259	PRAMEF25	ortholog_many2many	0
Gm3259	PRAMEF13	ortholog_many2many	0
Gm3259	PRAMEF11	ortholog_many2many	0
Gm3259	PRAMEF27	ortholog_many2many	0
Gm3259	PRAMEF33	ortholog_many2many	0
Gm3259	PRAMEF8	ortholog_many2many	0
Gm3259	PRAMEF19	ortholog_many2many	0
Gm3259	PRAMEF9	ortholog_many2many	0
AU022252	C1orf50	ortholog_one2one	1
Hdgfl1	HDGFL1	ortholog_one2one	0
D030056L22Rik	C9orf40	ortholog_one2one	1
Cdkn2d	CDKN2D	ortholog_one2one	1
Ppargc1a	PPARGC1A	ortholog_one2one	1
Car3	CA3	ortholog_one2one	1
Mepe	MEPE	ortholog_one2one	0
Dhcr7	DHCR7	ortholog_one2one	1
Cradd	CRADD	ortholog_one2one	1
Zdhhc3	ZDHHC3	ortholog_one2one	1
Tmprss5	TMPRSS5	ortholog_one2one	1
Tecrl	TECRL	ortholog_one2one	1
Jakmip3	JAKMIP3	ortholog_one2one	1
Foxa3	FOXA3	ortholog_one2one	1
Ntmt1	NTMT1	ortholog_one2one	1
Mast4	MAST4	ortholog_one2one	1
Snx30	SNX30	ortholog_one2one	1
Farp2	FARP2	ortholog_one2one	1
Scp2d1	SCP2D1	ortholog_one2one	1
Elf5	ELF5	ortholog_one2one	1
Lamp1	LAMP1	ortholog_one2one	1
Hcfc1	HCFC1	ortholog_one2one	1
Snx24	SNX24	ortholog_one2one	1
Ablim3	ABLIM3	ortholog_one2one	1
Hivep2	HIVEP2	ortholog_one2one	1
Gatad2b	GATAD2B	ortholog_one2one	1
Tspan17	TSPAN17	ortholog_one2one	1
Fads1	FADS1	ortholog_one2one	1
Taf10	TAF10	ortholog_one2one	1
Cog7	COG7	ortholog_one2one	1
Pnck	PNCK	ortholog_one2one	1
Rasal2	RASAL2	ortholog_one2one	1
Xkr7	XKR7	ortholog_one2one	1
Grtp1	GRTP1	ortholog_one2one	1
Rrp8	RRP8	ortholog_one2one	1
Faap100	FAAP100	ortholog_one2one	1
Stk25	STK25	ortholog_one2one	1
Tango2	TANGO2	ortholog_one2one	1
Nup85	NUP85	ortholog_one2one	1
Commd8	COMMD8	ortholog_one2one	1
Zfp777	ZNF777	ortholog_one2one	1
Slc25a3	SLC25A3	ortholog_one2one	1
Zfp984	ZNF34	ortholog_one2many	0
Tmem42	TMEM42	ortholog_one2one	1
Sumo1	SUMO1	ortholog_one2one	1
Trpm6	TRPM6	ortholog_one2one	1
Endog	ENDOG	ortholog_one2one	1
Ndufa2	NDUFA2	ortholog_one2one	1
Tgm4	TGM4	ortholog_one2one	1
Lrig2	LRIG2	ortholog_one2one	1
Kbtbd8	KBTBD8	ortholog_one2one	1
Adamts20	ADAMTS20	ortholog_one2one	1
Trio	TRIO	ortholog_one2one	1
Scnn1b	SCNN1B	ortholog_one2one	1
Rer1	RER1	ortholog_one2one	1
Tmco6	TMCO6	ortholog_one2one	1
Tnfsf15	TNFSF15	ortholog_one2one	1
Gm973	KIAA2012	ortholog_one2one	1
Abcc6	ABCC6	ortholog_one2one	1
Cd209b	CD209	ortholog_one2many	0
Vps18	VPS18	ortholog_one2one	1
Itgb6	ITGB6	ortholog_one2one	1
Camkmt	CAMKMT	ortholog_one2one	1
Celsr2	CELSR2	ortholog_one2one	1
Mep1b	MEP1B	ortholog_one2one	1
P2rx3	P2RX3	ortholog_one2one	1
Gm45713	RPL13A	ortholog_one2many	0
Efhc1	EFHC1	ortholog_one2one	1
Vmn1r4	VN1R5	ortholog_one2many	0
Rpl13a	RPL13A	ortholog_one2many	1
Nmt1	NMT1	ortholog_one2one	1
Foxred1	FOXRED1	ortholog_one2one	1
Bcl2a1a	BCL2A1	ortholog_one2many	0
Plekhm1	PLEKHM1	ortholog_one2one	1
Exosc7	EXOSC7	ortholog_one2one	1
Vmn1r5	VN1R5	ortholog_one2many	0
Drd1	DRD1	ortholog_one2one	1
Tnfsf8	TNFSF8	ortholog_one2one	1
Prl8a8	PRL	ortholog_one2many	0
Cuedc1	CUEDC1	ortholog_one2one	1
Cry2	CRY2	ortholog_one2one	1
Vmn1r6	VN1R5	ortholog_one2many	0
Ppic	PPIC	ortholog_one2one	1
Flt4	FLT4	ortholog_one2one	1
Trim43b	TRIM43	ortholog_many2many	0
Trim43b	TRIM43B	ortholog_many2many	0
Iqub	IQUB	ortholog_one2one	1
Prl	PRL	ortholog_one2many	1
Dad1	DAD1	ortholog_one2one	1
Pheta1	PHETA1	ortholog_one2one	1
Noct	NOCT	ortholog_one2one	1
Hnrnpl	HNRNPL	ortholog_one2one	1
Pimreg	PIMREG	ortholog_one2one	1
Nploc4	NPLOC4	ortholog_one2one	1
Six3	SIX3	ortholog_one2one	1
Suox	SUOX	ortholog_one2one	1
Tial1	TIAL1	ortholog_one2one	1
Dcakd	DCAKD	ortholog_one2one	1
Arhgap27	ARHGAP27	ortholog_one2one	1
Tram2	TRAM2	ortholog_one2one	1
Dbn1	DBN1	ortholog_one2one	1
Ccm2l	CCM2L	ortholog_one2one	1
Yeats4	YEATS4	ortholog_one2one	1
Galk1	GALK1	ortholog_one2one	1
Plekha3	PLEKHA3	ortholog_one2one	1
Vmn1r234	VN1R4	ortholog_one2many	0
Gbgt1	GBGT1	ortholog_one2one	1
Clec3b	CLEC3B	ortholog_one2one	1
H2al2a	AL121578.2	ortholog_one2many	0
Tsku	TSKU	ortholog_one2one	1
Hoxa9	HOXA9	ortholog_one2one	1
Ivd	IVD	ortholog_one2one	1
Serpina3b	SERPINA3	ortholog_one2many	1
Ccdc173	CCDC173	ortholog_one2one	1
Cdcp1	CDCP1	ortholog_one2one	1
Taf4	TAF4	ortholog_one2one	1
Ell3	ELL3	ortholog_one2one	1
Itgb4	ITGB4	ortholog_one2one	1
Map3k11	MAP3K11	ortholog_one2one	1
Tcf4	TCF4	ortholog_one2one	1
Srp54b	SRP54	ortholog_one2many	1
Ezh1	EZH1	ortholog_one2one	1
Armc10	ARMC10	ortholog_one2one	1
Serf2	SERF2	ortholog_one2one	1
Tmem158	TMEM158	ortholog_one2one	1
Gsc2	GSC2	ortholog_one2one	1
Rad18	RAD18	ortholog_one2one	1
Pef1	PEF1	ortholog_one2one	1
Dcun1d1	DCUN1D1	ortholog_one2many	1
Mthfs	ST20-MTHFS	ortholog_many2many	1
Mthfs	MTHFS	ortholog_many2many	1
Lars2	LARS2	ortholog_one2one	1
Nlrp9c	NLRP9	ortholog_one2many	0
Akr7a5	AKR7L	ortholog_one2one	1
Slc25a29	SLC25A29	ortholog_one2one	1
Pcnx3	PCNX3	ortholog_one2one	1
Nkx1-1	NKX1-1	ortholog_one2one	1
Pex1	PEX1	ortholog_one2one	1
Isg20	ISG20	ortholog_one2one	0
Jrkl	JRKL	ortholog_one2one	1
Pdgfb	PDGFB	ortholog_one2one	1
Hypk	HYPK	ortholog_one2one	1
Gm29094	BCL2A1	ortholog_one2many	0
Ggt1	GGT2	ortholog_one2many	1
Ggt1	GGT1	ortholog_one2many	1
Ggt1	GGTLC2	ortholog_one2many	0
Ggt1	GGTLC1	ortholog_one2many	0
Ggt1	GGTLC3	ortholog_one2many	0
Ggt1	GGT1	ortholog_one2many	1
Bcl2a1b	BCL2A1	ortholog_one2many	1
Morn1	MORN1	ortholog_one2one	1
Cd180	CD180	ortholog_one2one	1
Kpna3	KPNA3	ortholog_one2one	1
Muc13	MUC13	ortholog_one2one	0
Cercam	CERCAM	ortholog_one2one	1
Prkcb	PRKCB	ortholog_one2one	1
Six2	SIX2	ortholog_one2one	1
Slc5a8	SLC5A8	ortholog_one2one	1
Tep1	TEP1	ortholog_one2one	1
Srp54c	SRP54	ortholog_one2many	0
Slc35a3	SLC35A3	ortholog_one2one	1
Serinc4	SERINC4	ortholog_one2one	1
Srbd1	SRBD1	ortholog_one2one	1
Sox21	SOX21	ortholog_one2one	1
1700047I17Rik2	FAM177A1	ortholog_one2many	1
Lcn9	LCN9	ortholog_one2one	1
Cd81	CD81	ortholog_one2one	1
Tmem82	TMEM82	ortholog_one2one	1
Cdc42se2	CDC42SE2	ortholog_one2one	1
Heg1	HEG1	ortholog_one2one	1
Zfp1	ZFP1	ortholog_one2one	1
Apoe	APOE	ortholog_one2one	1
Abracl	ABRACL	ortholog_one2one	1
Tyw5	TYW5	ortholog_one2one	1
Slc46a2	SLC46A2	ortholog_one2one	1
Wdr5b	WDR5B	ortholog_one2one	1
Bmpr1b	BMPR1B	ortholog_one2one	1
Hcrtr1	HCRTR1	ortholog_one2one	1
Ankrd45	AL139142.2	ortholog_one2many	1
Ankrd45	ANKRD45	ortholog_one2many	1
Fam162a	FAM162A	ortholog_one2one	1
Slc7a2	SLC7A2	ortholog_one2one	1
Gabrr1	GABRR1	ortholog_one2one	1
Flt3l	FLT3LG	ortholog_one2one	1
Plekha8	PLEKHA8	ortholog_one2one	1
Gm43191	AC118553.2	ortholog_many2many	0
Gm43191	MFSD14A	ortholog_many2many	0
Ppara	PPARA	ortholog_one2one	1
Ccdc144b	ANKRD62	ortholog_one2many	0
Gcc2	GCC2	ortholog_one2one	1
Mfsd14a	AC118553.2	ortholog_many2many	1
Mfsd14a	MFSD14A	ortholog_many2many	1
Ctrb1	CTRB1	ortholog_one2many	0
Ctrb1	CTRB2	ortholog_one2many	1
Slc25a47	SLC25A47	ortholog_one2one	1
Minar1	MINAR1	ortholog_one2one	1
Tex50	TEX50	ortholog_one2one	1
Prdm1	PRDM1	ortholog_one2one	1
Mccc1	MCCC1	ortholog_one2one	1
Slc35c1	SLC35C1	ortholog_one2one	1
Ppie	PPIE	ortholog_one2one	1
Bcar1	BCAR1	ortholog_one2one	1
Slc22a17	SLC22A17	ortholog_one2one	1
Nbas	NBAS	ortholog_one2one	1
Reg3g	REG1B	ortholog_many2many	0
Srpr	SRPRA	ortholog_one2one	1
Dll4	DLL4	ortholog_one2one	1
D5Ertd577e	PRAMEF2	ortholog_many2many	0
D5Ertd577e	PRAMEF5	ortholog_many2many	0
D5Ertd577e	PRAMEF7	ortholog_many2many	0
D5Ertd577e	PRAMEF26	ortholog_many2many	0
D5Ertd577e	PRAMEF17	ortholog_many2many	0
D5Ertd577e	PRAMEF20	ortholog_many2many	0
D5Ertd577e	PRAMEF6	ortholog_many2many	0
D5Ertd577e	PRAMEF12	ortholog_many2many	0
D5Ertd577e	PRAMEF4	ortholog_many2many	0
D5Ertd577e	PRAMEF1	ortholog_many2many	0
D5Ertd577e	PRAMEF14	ortholog_many2many	0
D5Ertd577e	PRAMEF10	ortholog_many2many	0
D5Ertd577e	PRAMEF15	ortholog_many2many	0
D5Ertd577e	PRAMEF18	ortholog_many2many	0
D5Ertd577e	PRAMEF25	ortholog_many2many	0
D5Ertd577e	PRAMEF13	ortholog_many2many	0
D5Ertd577e	PRAMEF11	ortholog_many2many	0
D5Ertd577e	PRAMEF27	ortholog_many2many	0
D5Ertd577e	PRAMEF33	ortholog_many2many	0
D5Ertd577e	PRAMEF8	ortholog_many2many	0
D5Ertd577e	PRAMEF19	ortholog_many2many	0
D5Ertd577e	PRAMEF9	ortholog_many2many	0
Onecut3	ONECUT3	ortholog_one2one	1
Gatad1	GATAD1	ortholog_one2one	1
Prkce	PRKCE	ortholog_one2one	1
Limd1	LIMD1	ortholog_one2one	1
Gak	GAK	ortholog_one2one	1
Sohlh1	SOHLH1	ortholog_one2one	0
Lgr6	LGR6	ortholog_one2one	1
Tmprss3	TMPRSS3	ortholog_one2one	1
Slc25a34	SLC25A34	ortholog_one2one	1
Cntn2	CNTN2	ortholog_one2one	1
Gpr135	GPR135	ortholog_one2one	1
Agap2	AGAP2	ortholog_one2one	1
Smchd1	SMCHD1	ortholog_one2one	1
Maip1	MAIP1	ortholog_one2one	1
Fam53a	FAM53A	ortholog_one2one	1
Tmem258	TMEM258	ortholog_one2one	1
Sp7	SP7	ortholog_one2one	1
Reep3	REEP3	ortholog_one2one	1
Nlrp4a	NLRP4	ortholog_one2many	0
Fkbp14	FKBP14	ortholog_one2one	1
Nfia	NFIA	ortholog_one2one	1
Cfdp1	CFDP1	ortholog_one2one	1
Copb1	COPB1	ortholog_one2one	1
Oxct2b	OXCT2	ortholog_one2many	1
Sacm1l	SACM1L	ortholog_one2one	1
Fam118b	FAM118B	ortholog_one2one	1
Fbn1	FBN1	ortholog_one2one	1
Msrb2	MSRB2	ortholog_one2one	1
Kif12	KIF12	ortholog_one2one	1
Fen1	FEN1	ortholog_one2one	1
Tsfm	TSFM	ortholog_one2one	1
Jmjd1c	JMJD1C	ortholog_one2one	1
Anapc5	ANAPC5	ortholog_one2one	1
Zfp746	ZNF746	ortholog_one2one	1
Adam29	ADAM29	ortholog_one2one	1
Tmem199	TMEM199	ortholog_one2one	1
Rbm48	RBM48	ortholog_one2one	1
Nprl3	NPRL3	ortholog_one2one	1
Sh3tc2	SH3TC2	ortholog_one2one	1
Avil	AVIL	ortholog_one2one	1
Ptf1a	PTF1A	ortholog_one2one	1
Tmed3	TMED3	ortholog_one2one	1
Galc	GALC	ortholog_one2one	1
Nup107	NUP107	ortholog_one2one	1
Ralgapa1	RALGAPA1	ortholog_one2one	1
Ik	IK	ortholog_one2one	1
Aoc1	AOC1	ortholog_one2many	1
Ankrd34c	ANKRD34C	ortholog_one2one	1
Syde1	SYDE1	ortholog_one2one	1
Dcx	DCX	ortholog_one2one	1
Maob	MAOB	ortholog_one2one	1
Lrrn3	LRRN3	ortholog_one2one	1
Itpr2	ITPR2	ortholog_one2one	1
Immp2l	IMMP2L	ortholog_one2one	1
Zkscan3	ZKSCAN4	ortholog_one2many	0
Bach2	BACH2	ortholog_one2one	1
Prkn	PRKN	ortholog_one2one	1
Epas1	EPAS1	ortholog_one2one	1
Creb3l3	CREB3L3	ortholog_one2one	1
Vmn1r7	VN1R5	ortholog_one2many	0
Fopnl	FOPNL	ortholog_one2one	1
Vmn1r8	VN1R5	ortholog_one2many	0
2310022A10Rik	C19orf47	ortholog_one2one	1
Vmn1r9	VN1R5	ortholog_one2many	0
Slc6a20b	SLC6A20	ortholog_one2many	1
Frmd3	FRMD3	ortholog_one2one	1
Hck	HCK	ortholog_one2one	1
Sema3a	SEMA3A	ortholog_one2one	1
Tjp2	TJP2	ortholog_one2many	1
Tjp2	AL358113.1	ortholog_one2many	1
Ndc80	NDC80	ortholog_one2one	1
Gemin4	GEMIN4	ortholog_one2one	1
Glra3	GLRA3	ortholog_one2one	1
Napepld	NAPEPLD	ortholog_one2one	1
Gsk3a	GSK3A	ortholog_one2one	1
Usp9x	USP9X	ortholog_one2one	1
Tmem247	TMEM247	ortholog_one2one	1
Casc4	CASC4	ortholog_one2one	1
Vps53	VPS53	ortholog_one2one	1
Slc25a45	SLC25A45	ortholog_one2one	1
Atp6v1e2	ATP6V1E2	ortholog_one2one	1
Shank3	SHANK3	ortholog_one2one	1
Elof1	ELOF1	ortholog_one2one	1
Apol7e	APOL3	ortholog_many2many	0
Apol7e	APOL1	ortholog_many2many	0
Apol7e	APOL2	ortholog_many2many	0
Apol7e	APOL4	ortholog_many2many	0
Ubash3a	UBASH3A	ortholog_one2one	1
Pigf	PIGF	ortholog_one2one	1
Cfap410	CFAP410	ortholog_one2one	0
Bmpr1a	BMPR1A	ortholog_one2one	1
E2f8	E2F8	ortholog_one2one	1
Mpg	MPG	ortholog_one2one	1
Rhoq	RHOQ	ortholog_one2one	1
Mapkap1	MAPKAP1	ortholog_one2one	1
Fam193b	FAM193B	ortholog_one2one	1
Cr2	CR2	ortholog_one2one	1
Spata17	SPATA17	ortholog_one2one	1
Cript	CRIPT	ortholog_one2one	1
Nsun4	NSUN4	ortholog_one2one	1
Pan3	PAN3	ortholog_one2one	1
D3Ertd751e	C4orf33	ortholog_one2one	1
Gpr119	GPR119	ortholog_one2one	1
Tirap	TIRAP	ortholog_one2one	1
Creg2	CREG2	ortholog_one2one	1
Gm3286	PRAMEF2	ortholog_many2many	0
Gm3286	PRAMEF5	ortholog_many2many	0
Gm3286	PRAMEF7	ortholog_many2many	0
Gm3286	PRAMEF26	ortholog_many2many	0
Gm3286	PRAMEF17	ortholog_many2many	0
Gm3286	PRAMEF20	ortholog_many2many	0
Gm3286	PRAMEF6	ortholog_many2many	0
Gm3286	PRAMEF12	ortholog_many2many	0
Gm3286	PRAMEF4	ortholog_many2many	0
Gm3286	PRAMEF1	ortholog_many2many	0
Gm3286	PRAMEF14	ortholog_many2many	0
Gm3286	PRAMEF10	ortholog_many2many	0
Gm3286	PRAMEF15	ortholog_many2many	0
Gm3286	PRAMEF18	ortholog_many2many	0
Gm3286	PRAMEF25	ortholog_many2many	0
Gm3286	PRAMEF13	ortholog_many2many	0
Gm3286	PRAMEF11	ortholog_many2many	0
Gm3286	PRAMEF27	ortholog_many2many	0
Gm3286	PRAMEF33	ortholog_many2many	0
Gm3286	PRAMEF8	ortholog_many2many	0
Gm3286	PRAMEF19	ortholog_many2many	0
Gm3286	PRAMEF9	ortholog_many2many	0
Aldh3b2	ALDH3B2	ortholog_one2many	1
Scgb3a1	SCGB3A1	ortholog_one2one	1
Socs5	SOCS5	ortholog_one2one	1
Mrps23	MRPS23	ortholog_one2one	1
Phospho2	PHOSPHO2	ortholog_one2one	1
Cxcr6	CXCR6	ortholog_one2one	1
Tfb2m	TFB2M	ortholog_one2one	1
Rbmx2	RBMX2	ortholog_one2one	1
Mcfd2	MCFD2	ortholog_one2one	1
Tigd3	TIGD3	ortholog_one2one	1
Rapgefl1	RAPGEFL1	ortholog_one2one	1
Ccr9	CCR9	ortholog_one2one	1
Poldip2	POLDIP2	ortholog_one2one	1
Lsm14b	LSM14B	ortholog_one2one	1
Gm7971	PRAMEF2	ortholog_many2many	0
Gm7971	PRAMEF5	ortholog_many2many	0
Gm7971	PRAMEF7	ortholog_many2many	0
Gm7971	PRAMEF26	ortholog_many2many	0
Gm7971	PRAMEF17	ortholog_many2many	0
Gm7971	PRAMEF20	ortholog_many2many	0
Gm7971	PRAMEF6	ortholog_many2many	0
Gm7971	PRAMEF12	ortholog_many2many	0
Gm7971	PRAMEF4	ortholog_many2many	0
Gm7971	PRAMEF1	ortholog_many2many	0
Gm7971	PRAMEF14	ortholog_many2many	0
Gm7971	PRAMEF10	ortholog_many2many	0
Gm7971	PRAMEF15	ortholog_many2many	0
Gm7971	PRAMEF18	ortholog_many2many	0
Gm7971	PRAMEF25	ortholog_many2many	0
Gm7971	PRAMEF13	ortholog_many2many	0
Gm7971	PRAMEF11	ortholog_many2many	0
Gm7971	PRAMEF27	ortholog_many2many	0
Gm7971	PRAMEF33	ortholog_many2many	0
Gm7971	PRAMEF8	ortholog_many2many	0
Gm7971	PRAMEF19	ortholog_many2many	0
Gm7971	PRAMEF9	ortholog_many2many	0
Nav2	NAV2	ortholog_one2one	1
Morc2a	MORC2	ortholog_one2many	1
Ndp	NDP	ortholog_one2one	1
Doxl1	AOC1	ortholog_one2many	0
Rorb	RORB	ortholog_one2one	1
Sfxn1	SFXN1	ortholog_one2one	1
Ccdc151	CCDC151	ortholog_one2one	1
Hpgd	HPGD	ortholog_one2one	1
Pax5	PAX5	ortholog_one2one	1
Fam135a	FAM135A	ortholog_one2one	1
Kcnj13	KCNJ13	ortholog_one2one	1
Zfp397	ZNF397	ortholog_one2one	1
Gpt	GPT	ortholog_one2one	1
Tmem14a	TMEM14A	ortholog_one2one	1
Scfd1	SCFD1	ortholog_one2one	1
Lztfl1	LZTFL1	ortholog_one2one	1
Vmn1r10	VN1R5	ortholog_one2many	0
Hpse2	HPSE2	ortholog_one2one	1
Gigyf2	GIGYF2	ortholog_one2one	1
Minpp1	MINPP1	ortholog_one2one	1
Adrb2	ADRB2	ortholog_one2one	1
Rnf41	RNF41	ortholog_one2one	1
Mrto4	MRTO4	ortholog_one2one	1
Nectin4	NECTIN4	ortholog_one2one	1
Acp5	ACP5	ortholog_one2one	1
Gga2	GGA2	ortholog_one2one	1
Prl8a9	PRL	ortholog_one2many	0
Tns1	TNS1	ortholog_one2one	1
Ndufa5	NDUFA5	ortholog_one2one	1
Cdh1	CDH1	ortholog_one2one	1
Ikbkg	IKBKG	ortholog_one2one	1
Slc24a3	SLC24A3	ortholog_one2one	1
Chac1	CHAC1	ortholog_one2one	1
Chic2	CHIC2	ortholog_one2one	1
Serpini1	SERPINI1	ortholog_one2one	1
Rasgrf1	RASGRF1	ortholog_one2one	1
Cyp7b1	CYP7B1	ortholog_one2one	1
Smco4	SMCO4	ortholog_one2one	1
Ptafr	PTAFR	ortholog_one2one	1
Pitpnm3	PITPNM3	ortholog_one2one	1
Cnst	CNST	ortholog_one2one	1
Six5	SIX5	ortholog_one2one	1
Skida1	SKIDA1	ortholog_one2one	1
Lrrc32	LRRC32	ortholog_one2one	1
Mapk3	MAPK3	ortholog_one2one	1
Tinagl1	TINAGL1	ortholog_one2one	1
Kif4	KIF4A	ortholog_one2one	1
Psma7	PSMA7	ortholog_one2one	1
Ccdc182	CCDC182	ortholog_one2one	1
Pmpcb	PMPCB	ortholog_one2one	1
Zfp280b	ZNF280B	ortholog_one2one	1
Ppm1g	PPM1G	ortholog_one2one	1
Mllt10	MLLT10	ortholog_one2one	1
Myt1l	MYT1L	ortholog_one2one	1
Dpysl4	DPYSL4	ortholog_one2one	1
Dync1i1	DYNC1I1	ortholog_one2one	1
Psma1	PSMA1	ortholog_one2one	1
Kcnk2	KCNK2	ortholog_one2one	1
Aga	AGA	ortholog_one2one	1
Cpxm1	CPXM1	ortholog_one2one	1
Drd2	DRD2	ortholog_one2one	1
Pdzd11	PDZD11	ortholog_one2one	1
Ly86	LY86	ortholog_one2one	1
Ugt1a10	UGT1A8	ortholog_many2many	1
Ugt1a10	UGT1A7	ortholog_many2many	1
Ugt1a10	UGT1A10	ortholog_many2many	1
Ugt1a10	UGT1A9	ortholog_many2many	1
Zfp24	ZNF24	ortholog_one2one	1
Erf	ERF	ortholog_one2one	1
Aebp2	AEBP2	ortholog_one2one	1
Gm7978	PRAMEF2	ortholog_many2many	0
Gm7978	PRAMEF5	ortholog_many2many	0
Gm7978	PRAMEF7	ortholog_many2many	0
Gm7978	PRAMEF26	ortholog_many2many	0
Gm7978	PRAMEF17	ortholog_many2many	0
Gm7978	PRAMEF20	ortholog_many2many	0
Gm7978	PRAMEF6	ortholog_many2many	0
Gm7978	PRAMEF12	ortholog_many2many	0
Gm7978	PRAMEF4	ortholog_many2many	0
Gm7978	PRAMEF1	ortholog_many2many	0
Gm7978	PRAMEF14	ortholog_many2many	0
Gm7978	PRAMEF10	ortholog_many2many	0
Gm7978	PRAMEF15	ortholog_many2many	0
Gm7978	PRAMEF18	ortholog_many2many	0
Gm7978	PRAMEF25	ortholog_many2many	0
Gm7978	PRAMEF13	ortholog_many2many	0
Gm7978	PRAMEF11	ortholog_many2many	0
Gm7978	PRAMEF27	ortholog_many2many	0
Gm7978	PRAMEF33	ortholog_many2many	0
Gm7978	PRAMEF8	ortholog_many2many	0
Gm7978	PRAMEF19	ortholog_many2many	0
Gm7978	PRAMEF9	ortholog_many2many	0
Cfap300	CFAP300	ortholog_one2one	1
Dnajc2	DNAJC2	ortholog_one2one	1
Slc6a8	AC136616.1	ortholog_one2many	1
Slc6a8	SLC6A8	ortholog_one2many	1
Slc45a1	SLC45A1	ortholog_one2one	1
Tbc1d4	TBC1D4	ortholog_one2one	1
Cep152	CEP152	ortholog_one2one	1
Mtmr1	MTMR1	ortholog_one2one	1
Hrh2	HRH2	ortholog_one2one	1
Rimbp3	RIMBP3	ortholog_one2many	1
Rimbp3	RIMBP3B	ortholog_one2many	1
Rimbp3	RIMBP3C	ortholog_one2many	1
L3hypdh	L3HYPDH	ortholog_one2one	1
Ugt1a7c	UGT1A6	ortholog_one2many	1
Pdgfrl	PDGFRL	ortholog_one2one	1
Ddhd1	DDHD1	ortholog_one2one	1
Hoxa10	HOXA10	ortholog_one2one	1
Mief2	MIEF2	ortholog_one2one	1
Dnajc1	DNAJC1	ortholog_one2one	1
Fyco1	FYCO1	ortholog_one2one	1
Gsx2	GSX2	ortholog_one2one	1
Ttc7	TTC7A	ortholog_one2one	1
Prdm6	PRDM6	ortholog_one2one	1
Tubb6	TUBB6	ortholog_one2one	1
Adamts3	ADAMTS3	ortholog_one2one	1
Pm20d2	PM20D2	ortholog_one2one	1
Cd209c	CD209	ortholog_one2many	0
Klhl33	KLHL33	ortholog_one2one	1
Slc28a3	SLC28A3	ortholog_one2one	1
Tmed9	TMED9	ortholog_one2one	1
Guf1	GUF1	ortholog_one2one	1
Tgoln1	TGOLN2	ortholog_one2one	0
Gdpd3	GDPD3	ortholog_one2one	1
4921504E06Rik	C10orf67	ortholog_one2one	0
Hoxa11	HOXA11	ortholog_one2one	1
Hmgcs2	HMGCS2	ortholog_one2one	1
Pgbd1	PGBD1	ortholog_one2one	0
Dnd1	DND1	ortholog_one2one	1
Nomo1	NOMO3	ortholog_one2many	1
Nomo1	NOMO1	ortholog_one2many	1
Nomo1	NOMO2	ortholog_one2many	1
Alb	ALB	ortholog_one2one	1
Ugt1a5	UGT1A4	ortholog_many2many	1
