Gene name	Chicken gene name	Chicken homology type	Chicken orthology confidence [0 low, 1 high]
Slc7a2	SLC7A2	ortholog_one2one	1
Gabrr1	GABRR1	ortholog_one2one	1
Plekha8	PLEKHA8	ortholog_one2one	1
Gm43191	MFSD14A	ortholog_one2many	1
Ppara	PPARA	ortholog_one2one	1
Gcc2	GCC2	ortholog_one2one	1
Mfsd14a	MFSD14A	ortholog_one2many	1
Ctrb1	CTRB2	ortholog_one2many	1
Ctrb1		ortholog_one2many	1
Slc25a47	SLC25A47	ortholog_one2one	1
Minar1	KIAA1024	ortholog_one2one	1
Prdm1	PRDM1	ortholog_one2one	1
Mccc1	MCCC1	ortholog_one2one	1
Slc35c1	SLC35C1	ortholog_one2one	1
Ppie	PPIE	ortholog_one2one	1
Bcar1	BCAR1	ortholog_one2one	1
Nbas	NBAS	ortholog_one2one	1
Srpr	SRPRA	ortholog_one2one	1
Dll4	DLL4	ortholog_one2one	1
Onecut3	ONECUT3	ortholog_one2one	1
Gatad1	GATAD1	ortholog_one2one	1
Prkce	PRKCE	ortholog_one2one	1
Limd1	LIMD1	ortholog_one2one	1
Gak		ortholog_one2many	0
Gak		ortholog_one2many	0
Lgr6	LGR6	ortholog_one2one	1
Tmprss3	TMPRSS3	ortholog_one2one	1
Slc25a34	SLC25A34	ortholog_one2one	1
Cntn2	CNTN2	ortholog_one2one	1
Gpr135	GPR135	ortholog_one2one	1
Smchd1	SMCHD1	ortholog_one2one	1
Maip1	MAIP1	ortholog_one2one	1
Fam53a	FAM53A	ortholog_one2one	1
Tmem258	TMEM258	ortholog_one2one	1
Sp7	SP7	ortholog_one2one	1
Reep3	REEP3	ortholog_one2one	1
Fkbp14	FKBP14	ortholog_one2one	1
Nfia	NFIA	ortholog_one2one	1
Cfdp1	CFDP1	ortholog_one2one	1
Copb1	COPB1	ortholog_one2one	1
Oxct2b	OXCT1	ortholog_one2many	1
Sacm1l	SACM1L	ortholog_one2one	1
Fam118b	FAM118B	ortholog_one2one	1
Fbn1	FBN1	ortholog_one2one	1
Kif12	KIF12	ortholog_one2one	0
Fen1	FEN1	ortholog_one2one	1
Jmjd1c	JMJD1C	ortholog_one2one	1
Anapc5	ANAPC5	ortholog_one2one	1
Gm5773	SPOP	ortholog_one2many	1
Adam29		ortholog_many2many	0
Tmem199	TMEM199	ortholog_one2one	1
Gm5134		ortholog_many2many	0
Rbm48	RBM48	ortholog_one2one	1
Nprl3	NPRL3	ortholog_one2one	1
Ptf1a	PTF1A	ortholog_one2one	1
Tmed3	TMED3	ortholog_one2one	1
Galc	GALC	ortholog_one2one	1
Nup107	NUP107	ortholog_one2one	1
Ralgapa1	RALGAPA1	ortholog_one2one	1
Ik	IK	ortholog_one2one	1
Aoc1	AOC1	ortholog_one2many	1
Tdpoz4	SPOP	ortholog_one2many	1
Syde1	SYDE1	ortholog_one2one	1
Dcx	DCX	ortholog_one2one	1
Maob		ortholog_many2many	1
Lrrn3	LRRN3	ortholog_one2one	1
Itpr2	ITPR2	ortholog_one2one	1
Immp2l	IMMP2L	ortholog_one2one	1
Bach2	BACH2	ortholog_one2one	1
Prkn	PRKN	ortholog_one2one	1
Epas1	EPAS1	ortholog_one2one	1
Creb3l3	CREB3L3	ortholog_one2one	1
Fopnl	FOPNL	ortholog_one2one	1
2310022A10Rik		ortholog_one2one	0
Slc6a20b	SLC6A20	ortholog_one2many	1
Rpl9-ps6	RPL9	ortholog_one2many	1
Frmd3	FRMD3	ortholog_one2one	1
Hck	HCK	ortholog_one2one	1
Sema3a	SEMA3A	ortholog_one2one	1
Tjp2	TJP2	ortholog_one2one	1
Ndc80	NDC80	ortholog_one2one	1
Gemin4	GLOD4	ortholog_one2one	1
Glra3	GLRA3	ortholog_one2one	1
Napepld	NAPEPLD	ortholog_one2one	1
Usp9x		ortholog_one2many	1
Casc4	CASC4	ortholog_one2one	1
Vps53	VPS53	ortholog_one2one	1
Atp6v1e2	ATP6V1E1	ortholog_one2many	1
Elof1	ELOF1	ortholog_one2one	1
Ubash3a	UBASH3A	ortholog_one2one	1
Pigf	PIGF	ortholog_one2one	1
Cfap410	C9H21orf2	ortholog_one2one	1
Bmpr1a	BMPR1A	ortholog_one2one	1
E2f8	E2F8	ortholog_one2one	1
Mpg	MPG	ortholog_one2one	1
Rhoq	RHOQ	ortholog_one2one	1
Mapkap1	MAPKAP1	ortholog_one2one	1
Fam193b	FAM193B	ortholog_one2one	1
Cr2		ortholog_one2one	0
Akr1c12		ortholog_many2many	0
Akr1c12		ortholog_many2many	0
Akr1c12	AKR1B10	ortholog_many2many	0
Spata17	SPATA17	ortholog_one2one	1
Cript	CRIPT	ortholog_one2one	1
Nsun4	NSUN4	ortholog_one2one	1
Pan3	PAN3	ortholog_one2one	1
D3Ertd751e		ortholog_one2many	0
D3Ertd751e		ortholog_one2many	1
Gpr119	GPR119	ortholog_one2one	1
Tirap	TIRAP	ortholog_one2one	1
Creg2	CREG2	ortholog_one2one	1
Aldh3b2		ortholog_many2many	0
Aldh3b2		ortholog_many2many	0
Aldh3b2		ortholog_many2many	1
Socs5	SOCS5	ortholog_one2one	1
Mrps23	MRPS23	ortholog_one2one	1
Phospho2	PHOSPHO2	ortholog_one2one	1
Tfb2m	TFB2M	ortholog_one2one	1
Rbmx2		ortholog_one2one	0
Mcfd2	MCFD2	ortholog_one2one	1
Tigd3		ortholog_one2one	1
Rapgefl1	RAPGEFL1	ortholog_one2one	1
Ccr9	CCR9	ortholog_one2one	1
Poldip2	POLDIP2	ortholog_one2one	1
Lsm14b	LSM14B	ortholog_one2one	1
Nav2	NAV2	ortholog_one2one	1
Morc2a	MORC2	ortholog_one2many	1
Doxl1	AOC1	ortholog_one2many	1
Rorb	RORB	ortholog_one2one	1
Sfxn1	SFXN1	ortholog_one2one	1
Hpgd	HPGD	ortholog_one2one	1
Pax5	PAX5	ortholog_one2one	1
Fam135a	FAM135A	ortholog_one2one	1
Kcnj13	KCNJ13	ortholog_one2one	1
Tmem14a	TMEM14A	ortholog_one2one	1
Scfd1	SCFD1	ortholog_one2one	1
Lztfl1	LZTFL1	ortholog_one2one	1
Hpse2	HPSE2	ortholog_one2one	1
Gigyf2	GIGYF2	ortholog_one2one	1
Minpp1	MINPP1	ortholog_one2one	1
Adrb2	ADRB2	ortholog_one2one	1
Rnf41	RNF41	ortholog_one2one	1
Mrto4	MRTO4	ortholog_one2one	1
Nectin4	NECTIN4	ortholog_one2one	1
Acp5	ACP5	ortholog_one2one	1
Gga2		ortholog_one2many	1
Gga2		ortholog_one2many	0
Prl8a9	prl	ortholog_one2many	0
Tns1	TNS1	ortholog_one2one	1
Ndufa5	NDUFA5	ortholog_one2one	1
Cdh1	CDH1	ortholog_one2one	1
Slc24a3	SLC24A3	ortholog_one2one	1
Chac1	CHAC1	ortholog_one2one	1
Chic2	CHIC2	ortholog_one2one	1
Serpini1	SERPINI1	ortholog_one2one	1
Alox12e		ortholog_many2many	0
Rasgrf1	RASGRF1	ortholog_one2one	1
Cyp7b1	CYP7B1	ortholog_one2one	1
Smco4	SMCO4	ortholog_one2one	1
Ptafr	PTAFR	ortholog_one2one	1
Pitpnm3	PITPNM3	ortholog_one2one	1
Cnst	CNST	ortholog_one2one	1
Tinagl1	TINAGL1	ortholog_one2one	1
Kif4	KIF4B	ortholog_one2one	1
Psma7	PSMA7	ortholog_one2one	1
Tdpoz3	SPOP	ortholog_one2many	1
Pmpcb	PMPCB	ortholog_one2one	1
Ppm1g	PPM1G	ortholog_one2one	1
Mllt10	MLLT10	ortholog_one2one	1
Myt1l	MYT1L	ortholog_one2one	1
Dpysl4	DPYSL4	ortholog_one2one	1
Dync1i1	DYNC1I1	ortholog_one2one	1
Psma1	PSMA1	ortholog_one2one	1
Gm9117	SPOP	ortholog_one2many	1
Kcnk2	KCNK2	ortholog_one2one	1
Aga	AGA	ortholog_one2one	1
Cpxm1	CPXM1	ortholog_one2one	1
Drd2	DRD2	ortholog_one2one	1
Pdzd11	PDZD11	ortholog_one2one	1
Ly86	LY86	ortholog_one2one	1
Aebp2	AEBP2	ortholog_one2one	1
Cfap300	C1H11ORF70	ortholog_one2one	1
Dnajc2	DNAJC2	ortholog_one2one	1
Tbc1d4	TBC1D4	ortholog_one2one	1
Cep152		ortholog_one2many	0
Cep152		ortholog_one2many	0
Mtmr1	MTMR1	ortholog_one2one	1
Hrh2	HRH2	ortholog_one2one	1
Rimbp3		ortholog_one2many	0
Rimbp3		ortholog_one2many	0
Rimbp3		ortholog_one2many	0
Rimbp3		ortholog_one2many	0
Rimbp3		ortholog_one2many	0
Rimbp3		ortholog_one2many	0
L3hypdh	L3HYPDH	ortholog_one2one	1
Pdgfrl	PDGFRL	ortholog_one2one	1
Ddhd1	DDHD1	ortholog_one2one	1
Hoxa10	HOXA10	ortholog_one2one	1
Mief2	MIEF2	ortholog_one2one	1
Dnajc1	DNAJC1	ortholog_one2one	1
Fyco1	FYCO1	ortholog_one2one	1
Gsx2	GSX2	ortholog_one2one	1
Ttc7	TTC7A	ortholog_one2one	1
Prdm6	PRDM6	ortholog_one2one	1
Tubb6	TUBB6	ortholog_one2one	1
Adamts3	ADAMTS3	ortholog_one2one	1
Pm20d2	PM20D2	ortholog_one2one	1
Cd209c		ortholog_many2many	0
Cd209c		ortholog_many2many	0
Slc28a3	SLC28A3	ortholog_one2one	1
Gm29133		ortholog_one2one	1
Guf1	GUF1	ortholog_one2one	1
Hoxa11	HOXA11	ortholog_one2one	1
Hmgcs2	HMGCS2	ortholog_one2one	1
Dnd1	DND1	ortholog_one2one	1
Nomo1		ortholog_one2one	1
Retsat		ortholog_one2many	1
Retsat		ortholog_one2many	0
Wdr55	WDR55	ortholog_one2one	1
Parl		ortholog_one2one	1
Kif3a	KIF3A	ortholog_one2one	1
Slc6a20a	SLC6A20	ortholog_one2many	1
Milr1		ortholog_one2many	0
Rab5b	RAB5B	ortholog_one2one	1
Gm21861		ortholog_one2many	0
Dsp	DSP	ortholog_one2one	1
Ugt2b5		ortholog_one2many	1
Sars	SARS	ortholog_one2one	1
Htr4	HTR4	ortholog_one2one	1
Cep120	CEP120	ortholog_one2one	1
Asb15	ASB15	ortholog_one2one	1
D630039A03Rik	C9ORF152	ortholog_one2one	0
Errfi1	ERRFI1	ortholog_one2one	1
Slc6a1	SLC6A1	ortholog_one2one	1
Gdf15		ortholog_one2one	0
Adam33	ADAM33	ortholog_one2one	1
Lrrtm4	LRRTM4	ortholog_one2one	1
Ugt1a1		ortholog_one2many	1
Ugt1a1		ortholog_one2many	1
Spdya	SPDYA	ortholog_one2one	1
Txn1	TXN	ortholog_one2one	1
Slc25a1	SLC25A1	ortholog_one2one	1
Xcr1	XCR1	ortholog_one2one	1
Ctsh	CTSH	ortholog_one2one	1
Ccm2	CCM2	ortholog_one2one	1
Reps1	REPS1	ortholog_one2one	1
Ccr1	CCR5	ortholog_many2many	1
Ccr1	CCR2	ortholog_many2many	0
Cnot6	CNOT6	ortholog_one2one	1
Clstn3	CLSTN3	ortholog_one2one	1
Wipf2	WIPF2	ortholog_one2one	1
Ctdspl2	CTDSPL2	ortholog_one2one	1
Tspan10	TSPAN10	ortholog_one2one	1
Ccr1l1	CCR5	ortholog_many2many	1
Ccr1l1	CCR2	ortholog_many2many	0
Cnnm1	CNNM1	ortholog_one2one	1
Ccr3	CCR5	ortholog_many2many	1
Ccr3	CCR2	ortholog_many2many	0
Afg3l2	AFG3L2	ortholog_one2one	1
Ccr2	CCR5	ortholog_many2many	1
Ccr2	CCR2	ortholog_many2many	0
Lrrn4	LRRN4	ortholog_one2one	1
Ankk1	ANKK1	ortholog_one2one	1
Ccr5	CCR5	ortholog_many2many	1
Ccr5	CCR2	ortholog_many2many	1
Dnajb3		ortholog_many2many	0
Bag3	BAG3	ortholog_one2one	1
Arhgap30	ARHGAP30	ortholog_one2one	1
St6galnac1	ST6GALNAC1	ortholog_one2one	1
Sept9	SEPTIN9	ortholog_one2one	1
Jkamp	JKAMP	ortholog_one2many	1
Tango6	TANGO6	ortholog_one2one	1
Slc38a6	SLC38A6	ortholog_one2one	1
Wdr43	WDR43	ortholog_one2one	1
Bok	BOK	ortholog_one2one	1
Asb6	ASB6	ortholog_one2one	1
Cbll1	CBLL1	ortholog_one2one	1
Mgmt	MGMT	ortholog_one2one	1
Ap1m2		ortholog_one2one	0
Recql4		ortholog_one2one	0
Mxra7		ortholog_one2one	1
Evc2	EVC2	ortholog_one2one	1
Ptpn7	PTPN7	ortholog_one2one	1
Aldh1a1	ALDH1A1	ortholog_one2many	1
Car9	CA9	ortholog_one2one	1
Mapk15		ortholog_one2many	0
Mapk15		ortholog_one2many	1
Tdpoz5	SPOP	ortholog_one2many	1
Il4	IL13	ortholog_one2many	0
Il4	IL4	ortholog_one2many	0
Akr1a1	AKR1A1	ortholog_one2one	1
Gnpda2	GNPDA2	ortholog_one2one	1
Optn	OPTN	ortholog_one2one	1
Neil3	NEIL3	ortholog_one2one	1
Polg2	POLG2	ortholog_one2one	1
Calm2	CALM2	ortholog_one2one	1
Golim4	GOLIM4	ortholog_one2one	1
Zfpm2	ZFPM2	ortholog_one2one	1
Gsta3	GSTA2	ortholog_many2many	0
Ss18l1	SS18L1	ortholog_one2one	1
Gjb1	GJB1	ortholog_one2one	1
Vgll2	VGLL2	ortholog_one2one	1
Gpr65	GPR65	ortholog_one2one	1
Spryd7	SPRYD7	ortholog_one2one	1
Anxa1	ANXA1	ortholog_one2one	1
Pex26	PEX26	ortholog_one2one	1
Klhl23	KLHL23	ortholog_one2one	1
Glrb	GLRB	ortholog_one2one	1
Chst1	CHST1	ortholog_one2one	1
Prl8a1	prl	ortholog_one2many	0
Hgsnat	HGSNAT	ortholog_one2one	1
Stk32b	STK32B	ortholog_one2one	1
Togaram2	FAM179A	ortholog_one2one	1
Utp15	UTP15	ortholog_one2one	1
Mrm3		ortholog_many2many	1
Papss2	PAPSS2	ortholog_one2one	1
Epcam	EPCAM	ortholog_one2one	1
Kcnj11	KCNJ11	ortholog_one2one	1
Alox15		ortholog_many2many	0
Evx1	EVX1	ortholog_one2one	1
Dglucy	DGLUCY	ortholog_one2one	1
Xiap	BIRC8	ortholog_one2one	1
Gm43951	KIAA0753	ortholog_one2many	1
Agl	AGL	ortholog_one2one	1
Msh2	MSH2	ortholog_one2one	1
Cdc6	CDC6	ortholog_one2one	1
Vps25	VPS25	ortholog_one2one	1
4933427D14Rik	KIAA0753	ortholog_one2many	1
Rfx8	RFX8	ortholog_one2one	1
Mettl23	METTL23	ortholog_one2one	1
Mageb3	NSMCE3	ortholog_one2many	0
Gm9125	SPOP	ortholog_one2many	1
Tbc1d31	TBC1D31	ortholog_one2one	1
Thoc3	THOC3	ortholog_one2one	1
Hibadh	HIBADH	ortholog_one2one	1
Gdpd2	GDPD2	ortholog_one2one	1
Gmip	GMIP	ortholog_one2one	1
Acan	ACAN	ortholog_one2one	1
Slc5a4b		ortholog_many2many	0
Golm1	GOLM1	ortholog_one2one	1
Rsph1	RSPH1	ortholog_one2one	1
Efhc2	EFHC2	ortholog_one2one	1
Smc6	SMC6	ortholog_one2one	1
Ect2	ECT2	ortholog_one2one	1
Gm21854	SPIN1Z	ortholog_many2many	1
Gm21854	SPIN1W	ortholog_many2many	0
Srsf2	SRSF2	ortholog_one2one	1
Nrbp1	NRBP1	ortholog_one2one	1
P3h1	P3H1	ortholog_one2one	1
Gm20914	SPIN1Z	ortholog_many2many	1
Gm20914	SPIN1W	ortholog_many2many	0
Gm28171	SPIN1Z	ortholog_many2many	1
Gm28171	SPIN1W	ortholog_many2many	0
Pcare	PCARE	ortholog_one2one	1
Mtif2	MTIF2	ortholog_one2one	1
Supt20	SUPT20H	ortholog_one2one	1
Mif4gd	MIF4GD	ortholog_one2one	1
Atp8b3	ATP8B3	ortholog_one2one	1
Tax1bp1	TAX1BP1	ortholog_one2one	1
Deup1	DEUP1	ortholog_one2one	1
Gm10697	SPOP	ortholog_one2many	1
Flt1	FLT1	ortholog_one2one	1
Kcnk12	KCNK12	ortholog_one2one	1
Cep126	CEP126	ortholog_one2one	1
Slc22a21	SLC22A5	ortholog_one2many	1
Jmjd6	JMJD6	ortholog_one2one	1
Top3a	TOP3A	ortholog_one2one	1
Suclg2	SUCLG2	ortholog_one2one	1
Chd7	CHD7	ortholog_one2one	1
Arl8a	ARL8A	ortholog_one2one	1
Msh6	MSH6	ortholog_one2one	1
Ccdc82	CCDC82	ortholog_one2one	1
Doxl2	AOC1	ortholog_one2many	1
Lratd1	LRATD1	ortholog_one2one	1
Shc4		ortholog_one2many	1
Shc4		ortholog_one2many	0
Trim13	TRIM13	ortholog_one2one	1
Odf1	ODF1	ortholog_one2one	0
Has3	HAS3	ortholog_one2one	1
Fxn	FXN	ortholog_one2one	1
9530053A07Rik		ortholog_many2many	0
9530053A07Rik		ortholog_many2many	0
Fbxo11	FBXO11	ortholog_one2one	1
Lrrc37a		ortholog_one2many	0
Pdgfc	PDGFC	ortholog_one2one	1
Fbxo46	FBXO46	ortholog_one2one	1
Prorp		ortholog_one2one	1
Gm20852	SPIN1Z	ortholog_many2many	1
Gm20852	SPIN1W	ortholog_many2many	0
Cacng3	CACNG3	ortholog_one2one	1
Chtf8	CHTF8	ortholog_one2one	1
Kcnrg	KCNRG	ortholog_one2one	1
Pnrc1	PNRC1	ortholog_one2one	1
Ramp2	RAMP2	ortholog_one2one	1
Qpctl	QPCTL	ortholog_one2one	1
Cep57l1	CEP57L1	ortholog_one2one	1
Taar5	TAAR5	ortholog_one2one	1
Matn2	MATN2	ortholog_one2one	1
Gm21778	SPIN1Z	ortholog_many2many	1
Gm21778	SPIN1W	ortholog_many2many	0
Mrps7	MRPS7	ortholog_one2one	1
Atp6v1c1	ATP6V1C1	ortholog_one2one	1
Ccdc3	CCDC3	ortholog_one2one	1
Gpr68	GPR68	ortholog_one2one	1
Tiam2	TIAM2	ortholog_one2one	1
Tuba8	TUBA8	ortholog_one2one	1
Fundc1	FUNDC1	ortholog_one2one	1
Usp18		ortholog_one2one	1
Gga3	GGA3	ortholog_one2one	1
Bmt2	BMT2	ortholog_one2one	1
Svs1	AOC1	ortholog_one2many	1
Mtg2	MTG2	ortholog_one2one	1
Slc25a13	SLC25A13	ortholog_one2one	1
Mfsd11	MFSD11	ortholog_one2one	1
Lonrf3	LONRF3	ortholog_one2one	1
Prl7b1	prl	ortholog_one2many	1
Agpat4	AGPAT4	ortholog_one2one	1
Bcap31	BCAP31	ortholog_one2one	0
Ino80c	INO80C	ortholog_one2one	1
Serpinb11	SERPINB11	ortholog_one2one	0
Cytl1	CYTL1	ortholog_one2one	1
Naa35	NAA35	ortholog_one2one	1
Pfn4	PFN4	ortholog_one2one	1
Stag2	STAG2	ortholog_one2one	1
Hapln3	HAPLN3	ortholog_one2one	1
Uqcrh	UQCRHL	ortholog_one2one	1
Maml2	MAML2	ortholog_one2one	0
Gpr37l1	GPR37L1	ortholog_one2one	1
Lrp4	LRP4	ortholog_one2one	1
Snd1		ortholog_one2one	0
Zfp706	ZNF706	ortholog_one2one	1
Lmod2	LMOD2	ortholog_one2one	1
Asf1a	ASF1A	ortholog_one2one	1
Gm14569		ortholog_one2one	0
Nckap5	NCKAP5	ortholog_one2one	1
Exosc8	EXOSC8	ortholog_one2one	1
Fam228b		ortholog_one2many	1
Hrh1	HRH1	ortholog_one2one	1
Pomk	POMK	ortholog_one2one	1
Msx1	MSX1	ortholog_one2one	1
Ppp2r3c	PPP2R3C	ortholog_one2one	1
Gm884		ortholog_one2many	0
Serinc2	SERINC2	ortholog_one2one	1
Elf3	ELF3	ortholog_one2one	1
Dlst	DLST	ortholog_one2one	1
Mcm9	MCM9	ortholog_one2one	1
AK157302	ISCA1	ortholog_one2many	1
Gm11273	COX5B	ortholog_one2many	1
Hpcal4	HPCAL4	ortholog_one2one	1
Clip4	CLIP4	ortholog_one2one	1
Uggt1	UGGT1	ortholog_one2one	1
Morf4l1	MORF4L2	ortholog_one2one	1
Itgb5	ITGB5	ortholog_one2one	1
Casp8ap2	CASP8AP2	ortholog_one2one	1
Cenpf	CENPF	ortholog_one2one	1
Fign	FIGN	ortholog_one2one	1
Dcaf11		ortholog_one2one	0
Spry1	SPRY1	ortholog_one2one	1
Ralgds		ortholog_one2many	1
Nefh	NEFH	ortholog_one2one	1
Secisbp2l	SECISBP2L	ortholog_one2one	1
Pde3b	PDE3B	ortholog_one2one	1
Tcf7l1	TCF7L1	ortholog_one2one	1
Rnpep	RNPEP	ortholog_one2one	1
Prdx1	PRDX1	ortholog_one2one	1
Vldlr	VLDLR	ortholog_one2one	1
Pcx		ortholog_one2one	0
Hars2	HARS	ortholog_many2many	1
Hars2		ortholog_many2many	0
Rara	RARA	ortholog_one2one	1
Sccpdh	SCCPDH	ortholog_one2one	1
5330417C22Rik	KIAA1324	ortholog_one2one	1
Mturn	MTURN	ortholog_one2one	1
Usp7	USP7	ortholog_one2one	1
Got1	GOT1	ortholog_one2one	1
Lyrm7	LYRM7	ortholog_one2one	1
Cryzl2		ortholog_one2one	1
Baalc	BAALC	ortholog_one2one	1
Slc22a4	SLC22A4	ortholog_one2one	1
Slc36a4	SLC36A4	ortholog_one2one	1
Usp13	USP13	ortholog_one2one	1
Adgrg6	ADGRG6	ortholog_one2one	1
Tmem43	TMEM43	ortholog_one2one	1
Gm10681	HSD3B1	ortholog_one2many	1
Cldn20	CLDN20	ortholog_one2one	1
Tfb1m	TFB1M	ortholog_one2one	1
Vegfc	VEGFC	ortholog_one2one	1
Hus1		ortholog_one2many	1
Hsd3b3	HSD3B1	ortholog_one2many	1
Znrf2	ZNRF2	ortholog_one2one	1
Hars	HARS	ortholog_many2many	1
Hars		ortholog_many2many	1
Prrx2	PRRX2	ortholog_one2one	1
Slc34a2	SLC34A2	ortholog_one2one	1
B4galt7	B4GALT7	ortholog_one2one	1
Gm20873	SPIN1Z	ortholog_many2many	1
Gm20873	SPIN1W	ortholog_many2many	0
Mtmr10	MTMR10	ortholog_one2one	1
Bzw1	BZW1	ortholog_one2one	1
Frrs1	FRRS1	ortholog_one2one	1
Camk1d	CAMK1D	ortholog_one2one	1
Tmem170	TMEM170A	ortholog_one2one	1
Osgep		ortholog_one2one	0
Hint1	HINT2	ortholog_one2one	1
Asb5	ASB5	ortholog_one2one	1
Zcchc17	ZCCHC17	ortholog_one2one	1
Ccdc58	CCDC58	ortholog_one2one	1
Lrrk2	LRRK2	ortholog_one2one	1
Gm10696	SPOP	ortholog_one2many	1
Hsd3b5	HSD3B1	ortholog_one2many	1
Prep	PREP	ortholog_one2one	1
Gm5286	SPOP	ortholog_one2many	1
Pigyl	PIGY	ortholog_one2one	1
Nfam1		ortholog_one2one	0
Gm4450	HSD3B1	ortholog_one2many	0
Fbxo38	FBXO38	ortholog_one2one	1
Nop58	NOP58	ortholog_one2one	1
Gm4778	SPOP	ortholog_one2many	1
Fabp3	FABP3	ortholog_one2one	1
Slc5a4a		ortholog_many2many	0
Hsd3b2	HSD3B1	ortholog_one2many	1
Ubr4		ortholog_one2many	0
Ubr4		ortholog_one2many	0
Ubr4		ortholog_one2many	0
Nkx2-3	NKX2-3	ortholog_one2one	1
Spcs3	SPCS3	ortholog_one2many	1
Cxcr2	CXCR1	ortholog_one2many	1
Pipox	PIPOX	ortholog_one2one	1
Hsd3b4	HSD3B1	ortholog_one2many	1
Them4	THEM4	ortholog_one2one	1
Nacad		ortholog_one2one	0
Tmem17	TMEM17	ortholog_one2one	1
Spata4	SPATA4	ortholog_one2one	1
Chst5	CHST6	ortholog_one2one	1
Slc16a1	SLC16A1	ortholog_one2one	1
Pex5l	PEX5L	ortholog_one2one	1
Gm11992	C7orf57	ortholog_one2one	1
Gapvd1	GAPVD1	ortholog_one2one	1
Coch	COCH	ortholog_one2one	1
Zbtb10		ortholog_one2many	0
Zbtb10		ortholog_one2many	1
Mmachc	MMACHC	ortholog_one2one	1
Wdfy2	WDFY2	ortholog_one2one	1
Pcmtd1	PCMTD1	ortholog_one2one	1
Hrh3	HRH3	ortholog_one2one	1
Usf1	USF1	ortholog_one2one	1
Ppm1j	PPM1J	ortholog_one2one	1
Sema3e	SEMA3E	ortholog_one2one	1
Ebf3	EBF3	ortholog_one2one	1
Wasl	WASL	ortholog_one2one	1
Nt5c1a	NT5C1A	ortholog_one2one	1
Dyrk1b		ortholog_one2one	0
1700123L14Rik	NUP50	ortholog_one2many	1
Hddc3	HDDC3	ortholog_one2one	1
Cep44	CEP44	ortholog_one2one	1
Tafa1	TAFA1	ortholog_one2one	1
Trpt1	TRPT1	ortholog_one2one	1
Foxn2	FOXN2	ortholog_one2one	1
Mtrr	MTRR	ortholog_one2one	1
Ppp4c		ortholog_one2one	0
Tafa3	TAFA3	ortholog_one2one	1
Tmem231	TMEM231	ortholog_one2one	1
Ssty2	SPIN1Z	ortholog_many2many	1
Ssty2	SPIN1W	ortholog_many2many	0
Leng8	LENG8	ortholog_one2one	1
Stt3a	STT3A	ortholog_one2one	1
Ppp1r21	PPP1R21	ortholog_one2one	1
Csta1	CSTA	ortholog_one2many	1
Utp4	UTP4	ortholog_one2one	1
Vps16	VPS16	ortholog_one2one	1
Man2a2	MAN2A2	ortholog_one2one	1
Slc2a8	SLC2A8	ortholog_one2one	1
Stfa2l1	CSTA	ortholog_one2many	1
Aplp2	APLP2	ortholog_one2one	1
Wars	WARS	ortholog_one2one	1
Stx5a	STX5	ortholog_one2one	1
Rorc	RORC	ortholog_one2one	1
Prl7a1	prl	ortholog_one2many	1
Adgrg2	ADGRG2	ortholog_one2one	1
Gpr85	GPR85	ortholog_one2one	1
Abcc4	ABCC4	ortholog_one2one	1
Pip5k1b	PIP5K1B	ortholog_one2one	1
Caml	CAMLG	ortholog_one2one	1
Zfp704	ZNF704	ortholog_one2one	1
Ech1	ECH1	ortholog_one2one	1
Rprml		ortholog_one2one	1
Anxa7	ANXA7	ortholog_one2one	1
Rnf165	RNF165	ortholog_one2one	1
Vsnl1	VSNL1	ortholog_one2one	1
Hsbp1l1	HSBP1L1	ortholog_one2one	1
Rbbp6	RBBP6	ortholog_one2one	1
Elf2	ELF2	ortholog_one2one	1
Cux2	CUX2	ortholog_one2one	1
Ston1	STON1	ortholog_one2one	1
Ust	UST	ortholog_one2one	1
Prpf3	PRPF3	ortholog_one2one	1
Fermt1	FERMT1	ortholog_one2one	1
Nadk	NADK	ortholog_one2one	1
Dgka	DGKA	ortholog_one2one	1
Evi5l	EVI5L	ortholog_one2one	1
Gtf2a1l	GTF2A1L	ortholog_one2one	1
Atad1	ATAD1	ortholog_one2one	1
Triqk	TRIQK	ortholog_one2one	1
Ddx3x	DDX3X	ortholog_one2many	1
Myrf	MYRF	ortholog_one2one	1
Shmt1	SHMT1	ortholog_one2one	1
Commd1	COMMD1	ortholog_one2many	1
Lhcgr	LHCGR	ortholog_one2one	1
Alg13		ortholog_one2many	1
Gosr2	GOSR2	ortholog_one2one	1
U2af2	U2AF2	ortholog_one2one	1
Zrsr1	ZRSR2	ortholog_one2one	1
Pomp	POMP	ortholog_one2one	1
Gm28048	COMMD1	ortholog_one2many	1
Cdk2	CDK2	ortholog_one2one	1
Stk32c	STK32C	ortholog_one2one	1
B3gnt2	B3GNT2	ortholog_one2one	1
Gcfc2		ortholog_one2many	0
Gcfc2		ortholog_one2many	0
Gcfc2		ortholog_one2many	0
Gcfc2		ortholog_one2many	0
Gcfc2		ortholog_one2many	0
Gcfc2		ortholog_one2many	0
Gcfc2		ortholog_one2many	1
Gcfc2		ortholog_one2many	0
Gcfc2		ortholog_one2many	0
Gcfc2		ortholog_one2many	0
Gcfc2		ortholog_one2many	0
Gcfc2		ortholog_one2many	0
Gcfc2		ortholog_one2many	0
Gcfc2		ortholog_one2many	0
Gcfc2		ortholog_one2many	0
